"division","gender","age_group","education","number","cell_proportion_of_division_total"
"Hunter","Male","ages60plus","postgraduateDegree",472,0.00461239287424389
"Indi","Female","ages18to29","bachelorDegree",1017,0.0106255158651385
"Indi","Female","ages18to29","gradDipDipCertIIIandIV",2718,0.0283973963829365
"Indi","Female","ages18to29","highSchoolorCertIorIIorLess",3374,0.0352512197925047
"Indi","Female","ages18to29","postgraduateDegree",143,0.00149404992007355
"Indi","Female","ages30to44","bachelorDegree",2607,0.0272376793121102
"Indi","Female","ages30to44","gradDipDipCertIIIandIV",4686,0.0489588666116411
"Indi","Female","ages30to44","highSchoolorCertIorIIorLess",3212,0.0335586597431906
"Indi","Female","ages30to44","postgraduateDegree",443,0.00462842038176632
"Indi","Female","ages45to59","bachelorDegree",1961,0.0204883349179317
"Indi","Female","ages45to59","gradDipDipCertIIIandIV",5143,0.053733557614953
"Indi","Female","ages45to59","highSchoolorCertIorIIorLess",6159,0.0643486255785525
"Indi","Female","ages45to59","postgraduateDegree",436,0.00455528507099349
"Indi","Female","ages60plus","bachelorDegree",1776,0.0185554731332212
"Indi","Female","ages60plus","gradDipDipCertIIIandIV",3677,0.0384169339588144
"Indi","Female","ages60plus","highSchoolorCertIorIIorLess",11078,0.115741853248775
"Indi","Female","ages60plus","postgraduateDegree",303,0.0031657141663097
"Indi","Male","ages18to29","bachelorDegree",455,0.00475379520023403
"Indi","Male","ages18to29","gradDipDipCertIIIandIV",3052,0.0318869954969544
"Indi","Male","ages18to29","highSchoolorCertIorIIorLess",4149,0.043348343485211
"Indi","Male","ages18to29","postgraduateDegree",58,0.000605978289260602
"Indi","Male","ages30to44","bachelorDegree",1257,0.0131330122344927
"Indi","Male","ages30to44","gradDipDipCertIIIandIV",5333,0.0557186589073585
"Indi","Male","ages30to44","highSchoolorCertIorIIorLess",3053,0.0318974433984934
"Indi","Male","ages30to44","postgraduateDegree",248,0.00259107958166602
"Indi","Male","ages45to59","bachelorDegree",1123,0.0117329934282699
"Indi","Male","ages45to59","gradDipDipCertIIIandIV",6561,0.0685486819972209
"Indi","Male","ages45to59","highSchoolorCertIorIIorLess",4936,0.051570841996385
"Indi","Male","ages45to59","postgraduateDegree",359,0.00375079665249235
"Indi","Male","ages60plus","bachelorDegree",1356,0.0141673544868513
"Indi","Male","ages60plus","gradDipDipCertIIIandIV",6642,0.0693949620218779
"Indi","Male","ages60plus","highSchoolorCertIorIIorLess",8030,0.0838966493579764
"Indi","Male","ages60plus","postgraduateDegree",368,0.00384482776634313
"Isaacs","Female","ages18to29","bachelorDegree",2408,0.023546898224204
"Isaacs","Female","ages18to29","gradDipDipCertIIIandIV",2224,0.0217476335758429
"Isaacs","Female","ages18to29","highSchoolorCertIorIIorLess",4322,0.0422631620120473
"Isaacs","Female","ages18to29","postgraduateDegree",460,0.00449816162090276
"Isaacs","Female","ages30to44","bachelorDegree",5308,0.0519048736603301
"Isaacs","Female","ages30to44","gradDipDipCertIIIandIV",5023,0.0491179691778143
"Isaacs","Female","ages30to44","highSchoolorCertIorIIorLess",3582,0.0350269889697254
"Isaacs","Female","ages30to44","postgraduateDegree",1676,0.016388954079637
"Isaacs","Female","ages45to59","bachelorDegree",2799,0.0273703356019714
"Isaacs","Female","ages45to59","gradDipDipCertIIIandIV",4549,0.0444829069858406
"Isaacs","Female","ages45to59","highSchoolorCertIorIIorLess",5724,0.0559727763435813
"Isaacs","Female","ages45to59","postgraduateDegree",734,0.00717750136900571
"Isaacs","Female","ages60plus","bachelorDegree",1353,0.0132304623327857
"Isaacs","Female","ages60plus","gradDipDipCertIIIandIV",2650,0.0259133223812876
"Isaacs","Female","ages60plus","highSchoolorCertIorIIorLess",9439,0.0923003207384808
"Isaacs","Female","ages60plus","postgraduateDegree",306,0.00299225533912227
"Isaacs","Male","ages18to29","bachelorDegree",1605,0.0156946726120629
"Isaacs","Male","ages18to29","gradDipDipCertIIIandIV",2791,0.0272921067042165
"Isaacs","Male","ages18to29","highSchoolorCertIorIIorLess",5217,0.0510150199483689
"Isaacs","Male","ages18to29","postgraduateDegree",256,0.00250332472815458
"Isaacs","Male","ages30to44","bachelorDegree",3893,0.0380681373699445
"Isaacs","Male","ages30to44","gradDipDipCertIIIandIV",5699,0.0557283110380975
"Isaacs","Male","ages30to44","highSchoolorCertIorIIorLess",3711,0.0362884299460221
"Isaacs","Male","ages30to44","postgraduateDegree",1323,0.0129371039662051
"Isaacs","Male","ages45to59","bachelorDegree",2351,0.0229895173277009
"Isaacs","Male","ages45to59","gradDipDipCertIIIandIV",5674,0.0554838457326136
"Isaacs","Male","ages45to59","highSchoolorCertIorIIorLess",4498,0.0439841977626535
"Isaacs","Male","ages45to59","postgraduateDegree",827,0.00808691230540562
"Isaacs","Male","ages60plus","bachelorDegree",1342,0.0131228975983728
"Isaacs","Male","ages60plus","gradDipDipCertIIIandIV",4567,0.0446589220057889
"Isaacs","Male","ages60plus","highSchoolorCertIorIIorLess",5469,0.0534792302276461
"Isaacs","Male","ages60plus","postgraduateDegree",484,0.00473284831416725
"Jagajaga","Female","ages18to29","bachelorDegree",2644,0.0260418205635828
"Jagajaga","Female","ages18to29","gradDipDipCertIIIandIV",2238,0.0220429630942883
"Jagajaga","Female","ages18to29","highSchoolorCertIorIIorLess",4383,0.0431699317436397
"Jagajaga","Female","ages18to29","postgraduateDegree",606,0.00596873799604054
"Jagajaga","Female","ages30to44","bachelorDegree",5369,0.0528814427404978
"Jagajaga","Female","ages30to44","gradDipDipCertIIIandIV",4360,0.042943395483064
"Jagajaga","Female","ages30to44","highSchoolorCertIorIIorLess",2701,0.0266032365137054
"Jagajaga","Female","ages30to44","postgraduateDegree",1881,0.0185267263540466
"Jagajaga","Female","ages45to59","bachelorDegree",3242,0.0319317633385535
"Jagajaga","Female","ages45to59","gradDipDipCertIIIandIV",4510,0.0444208058781235
"Jagajaga","Female","ages45to59","highSchoolorCertIorIIorLess",5065,0.0498872243398438
"Jagajaga","Female","ages45to59","postgraduateDegree",1057,0.0104108185838529
"Jagajaga","Female","ages60plus","bachelorDegree",1914,0.0188517566409597
"Jagajaga","Female","ages60plus","gradDipDipCertIIIandIV",2844,0.0280117010903289
"Jagajaga","Female","ages60plus","highSchoolorCertIorIIorLess",8862,0.0872854061401176
"Jagajaga","Female","ages60plus","postgraduateDegree",558,0.00549596666962149
"Jagajaga","Male","ages18to29","bachelorDegree",1988,0.0195806124358558
"Jagajaga","Male","ages18to29","gradDipDipCertIIIandIV",2832,0.0278935082587241
"Jagajaga","Male","ages18to29","highSchoolorCertIorIIorLess",5145,0.0506751765505422
"Jagajaga","Male","ages18to29","postgraduateDegree",400,0.00393976105349211
"Jagajaga","Male","ages30to44","bachelorDegree",4036,0.0397521890297353
"Jagajaga","Male","ages30to44","gradDipDipCertIIIandIV",5011,0.0493553565976224
"Jagajaga","Male","ages30to44","highSchoolorCertIorIIorLess",2744,0.0270267608269558
"Jagajaga","Male","ages30to44","postgraduateDegree",1609,0.015847688837672
"Jagajaga","Male","ages45to59","bachelorDegree",2672,0.0263176038373273
"Jagajaga","Male","ages45to59","gradDipDipCertIIIandIV",5405,0.0532360212353121
"Jagajaga","Male","ages45to59","highSchoolorCertIorIIorLess",3549,0.0349555299471087
"Jagajaga","Male","ages45to59","postgraduateDegree",1227,0.012085217031587
"Jagajaga","Male","ages60plus","bachelorDegree",1923,0.0189404012646633
"Jagajaga","Male","ages60plus","gradDipDipCertIIIandIV",5124,0.0504683390952339
"Jagajaga","Male","ages60plus","highSchoolorCertIorIIorLess",4707,0.0463611381969684
"Jagajaga","Male","ages60plus","postgraduateDegree",923,0.00909099863093303
"Kennedy","Female","ages18to29","bachelorDegree",1259,0.0124121341180878
"Kennedy","Female","ages18to29","gradDipDipCertIIIandIV",2625,0.0258791517553459
"Kennedy","Female","ages18to29","highSchoolorCertIorIIorLess",5186,0.0511273451440853
"Kennedy","Female","ages18to29","postgraduateDegree",89,0.000877426478562204
"Kennedy","Female","ages30to44","bachelorDegree",2360,0.0232665897686157
"Kennedy","Female","ages30to44","gradDipDipCertIIIandIV",4444,0.0438121715812408
"Kennedy","Female","ages30to44","highSchoolorCertIorIIorLess",5655,0.0557510869243737
"Kennedy","Female","ages30to44","postgraduateDegree",335,0.00330267270020605
"Kennedy","Female","ages45to59","bachelorDegree",1583,0.0156063608490334
"Kennedy","Female","ages45to59","gradDipDipCertIIIandIV",4327,0.0426587008172883
"Kennedy","Female","ages45to59","highSchoolorCertIorIIorLess",7826,0.0771543777666046
"Kennedy","Female","ages45to59","postgraduateDegree",330,0.00325337907781491
"Kennedy","Female","ages60plus","bachelorDegree",1104,0.0108840318239626
"Kennedy","Female","ages60plus","gradDipDipCertIIIandIV",2262,0.0223004347697495
"Kennedy","Female","ages60plus","highSchoolorCertIorIIorLess",10763,0.106109451559157
"Kennedy","Female","ages60plus","postgraduateDegree",164,0.00161683081442923
"Kennedy","Male","ages18to29","bachelorDegree",509,0.00501809075941755
"Kennedy","Male","ages18to29","gradDipDipCertIIIandIV",3477,0.0342787850107953
"Kennedy","Male","ages18to29","highSchoolorCertIorIIorLess",5335,0.0525962950913411
"Kennedy","Male","ages18to29","postgraduateDegree",42,0.000414066428085534
"Kennedy","Male","ages30to44","bachelorDegree",1108,0.0109234667218755
"Kennedy","Male","ages30to44","gradDipDipCertIIIandIV",6022,0.059369238807883
"Kennedy","Male","ages30to44","highSchoolorCertIorIIorLess",4694,0.0462768527007976
"Kennedy","Male","ages30to44","postgraduateDegree",208,0.00205061469147122
"Kennedy","Male","ages45to59","bachelorDegree",867,0.00854751412262282
"Kennedy","Male","ages45to59","gradDipDipCertIIIandIV",6732,0.0663689331874242
"Kennedy","Male","ages45to59","highSchoolorCertIorIIorLess",6477,0.0638549584454763
"Kennedy","Male","ages45to59","postgraduateDegree",249,0.00245482239507852
"Kennedy","Male","ages60plus","bachelorDegree",789,0.00777853361332111
"Kennedy","Male","ages60plus","gradDipDipCertIIIandIV",5751,0.0566975244742835
"Kennedy","Male","ages60plus","highSchoolorCertIorIIorLess",8630,0.0850807922470991
"Kennedy","Male","ages60plus","postgraduateDegree",231,0.00227736535447044
"Kingsford Smith","Female","ages18to29","bachelorDegree",6192,0.0501660860406708
"Kingsford Smith","Female","ages18to29","gradDipDipCertIIIandIV",2491,0.0201814793810257
"Kingsford Smith","Female","ages18to29","highSchoolorCertIorIIorLess",7980,0.0646520294903994
"Kingsford Smith","Female","ages18to29","postgraduateDegree",1497,0.012128331848011
"Kingsford Smith","Female","ages30to44","bachelorDegree",7403,0.0599773150773718
"Kingsford Smith","Female","ages30to44","gradDipDipCertIIIandIV",4707,0.0381349752896378
"Kingsford Smith","Female","ages30to44","highSchoolorCertIorIIorLess",3308,0.0268006157336142
"Kingsford Smith","Female","ages30to44","postgraduateDegree",3523,0.0285424937211375
"Kingsford Smith","Female","ages45to59","bachelorDegree",3449,0.0279429636231062
"Kingsford Smith","Female","ages45to59","gradDipDipCertIIIandIV",3629,0.0294012800777769
"Kingsford Smith","Female","ages45to59","highSchoolorCertIorIIorLess",4353,0.0352669529287855
"Kingsford Smith","Female","ages45to59","postgraduateDegree",1585,0.0128412865591833
"Kingsford Smith","Female","ages60plus","bachelorDegree",1664,0.0134813254476221
"Kingsford Smith","Female","ages60plus","gradDipDipCertIIIandIV",2409,0.0195171352183424
"Kingsford Smith","Female","ages60plus","highSchoolorCertIorIIorLess",8191,0.0663615004455967
"Kingsford Smith","Female","ages60plus","postgraduateDegree",616,0.00499068297820627
"Kingsford Smith","Male","ages18to29","bachelorDegree",4995,0.0404682816171109
"Kingsford Smith","Male","ages18to29","gradDipDipCertIIIandIV",3019,0.0244592076480596
"Kingsford Smith","Male","ages18to29","highSchoolorCertIorIIorLess",9085,0.073604472170461
"Kingsford Smith","Male","ages18to29","postgraduateDegree",1305,0.0105727942963623
"Kingsford Smith","Male","ages30to44","bachelorDegree",5757,0.0466418212752167
"Kingsford Smith","Male","ages30to44","gradDipDipCertIIIandIV",5443,0.0440978692376246
"Kingsford Smith","Male","ages30to44","highSchoolorCertIorIIorLess",3724,0.0301709470955197
"Kingsford Smith","Male","ages30to44","postgraduateDegree",3167,0.0256582678441222
"Kingsford Smith","Male","ages45to59","bachelorDegree",2881,0.0233411650328121
"Kingsford Smith","Male","ages45to59","gradDipDipCertIIIandIV",4403,0.0356720408328607
"Kingsford Smith","Male","ages45to59","highSchoolorCertIorIIorLess",3670,0.0297334521591185
"Kingsford Smith","Male","ages45to59","postgraduateDegree",1735,0.0140565502714089
"Kingsford Smith","Male","ages60plus","bachelorDegree",1650,0.0133679008344811
"Kingsford Smith","Male","ages60plus","gradDipDipCertIIIandIV",3521,0.0285262902049745
"Kingsford Smith","Male","ages60plus","highSchoolorCertIorIIorLess",5138,0.0416268330227659
"Kingsford Smith","Male","ages60plus","postgraduateDegree",940,0.00761565259661346
"Kingston","Female","ages18to29","bachelorDegree",1541,0.0140883700094166
"Kingston","Female","ages18to29","gradDipDipCertIIIandIV",3329,0.0304349018568124
"Kingston","Female","ages18to29","highSchoolorCertIorIIorLess",5618,0.051361753869502
"Kingston","Female","ages18to29","postgraduateDegree",179,0.00163648165586345
"Kingston","Female","ages30to44","bachelorDegree",3251,0.0297217981185032
"Kingston","Female","ages30to44","gradDipDipCertIIIandIV",5821,0.0532176520602298
"Kingston","Female","ages30to44","highSchoolorCertIorIIorLess",4777,0.0436730327936296
"Kingston","Female","ages30to44","postgraduateDegree",614,0.00561340635028021
"Kingston","Female","ages45to59","bachelorDegree",1962,0.0179373017251625
"Kingston","Female","ages45to59","gradDipDipCertIIIandIV",5394,0.0493138662107679
"Kingston","Female","ages45to59","highSchoolorCertIorIIorLess",7257,0.0663460747296148
"Kingston","Female","ages45to59","postgraduateDegree",402,0.00367522695897825
"Kingston","Female","ages60plus","bachelorDegree",1290,0.0117936387489601
"Kingston","Female","ages60plus","gradDipDipCertIIIandIV",3099,0.0283321600643622
"Kingston","Female","ages60plus","highSchoolorCertIorIIorLess",11344,0.103710882145894
"Kingston","Female","ages60plus","postgraduateDegree",195,0.00178275934577303
"Kingston","Male","ages18to29","bachelorDegree",823,0.00752415867472413
"Kingston","Male","ages18to29","gradDipDipCertIIIandIV",3727,0.0340735593933133
"Kingston","Male","ages18to29","highSchoolorCertIorIIorLess",6254,0.0571762920434079
"Kingston","Male","ages18to29","postgraduateDegree",67,0.000612537826496375
"Kingston","Male","ages30to44","bachelorDegree",1838,0.0168036496283632
"Kingston","Male","ages30to44","gradDipDipCertIIIandIV",6789,0.0620674522997596
"Kingston","Male","ages30to44","highSchoolorCertIorIIorLess",4953,0.045282087382635
"Kingston","Male","ages30to44","postgraduateDegree",456,0.00416891416242309
"Kingston","Male","ages45to59","bachelorDegree",1286,0.0117570693264827
"Kingston","Male","ages45to59","gradDipDipCertIIIandIV",6947,0.0635119444876167
"Kingston","Male","ages45to59","highSchoolorCertIorIIorLess",5330,0.0487287554511295
"Kingston","Male","ages45to59","postgraduateDegree",382,0.00349237984659127
"Kingston","Male","ages60plus","bachelorDegree",1093,0.00999259469194833
"Kingston","Male","ages60plus","gradDipDipCertIIIandIV",6796,0.062131448789095
"Kingston","Male","ages60plus","highSchoolorCertIorIIorLess",6234,0.0569934449310209
"Kingston","Male","ages60plus","postgraduateDegree",333,0.00304440442124318
"Kooyong","Female","ages18to29","bachelorDegree",4687,0.0425086159985489
"Kooyong","Female","ages18to29","gradDipDipCertIIIandIV",1799,0.0163159804099401
"Kooyong","Female","ages18to29","highSchoolorCertIorIIorLess",5767,0.052303645927807
"Kooyong","Female","ages18to29","postgraduateDegree",1122,0.0101759477598404
"Kooyong","Female","ages30to44","bachelorDegree",6469,0.0586704153818248
"Kooyong","Female","ages30to44","gradDipDipCertIIIandIV",2922,0.0265009976419372
"Kooyong","Female","ages30to44","highSchoolorCertIorIIorLess",1745,0.0158262289134772
"Kooyong","Female","ages30to44","postgraduateDegree",2864,0.0259749682568475
"Kooyong","Female","ages45to59","bachelorDegree",5638,0.0511336840195901
"Kooyong","Female","ages45to59","gradDipDipCertIIIandIV",4118,0.0373480863413749
"Kooyong","Female","ages45to59","highSchoolorCertIorIIorLess",3254,0.0295120623979684
"Kooyong","Female","ages45to59","postgraduateDegree",2225,0.0201795755487031
"Kooyong","Female","ages60plus","bachelorDegree",3772,0.0342100489751496
"Kooyong","Female","ages60plus","gradDipDipCertIIIandIV",3821,0.034654453110829
"Kooyong","Female","ages60plus","highSchoolorCertIorIIorLess",6550,0.0594050426265191
"Kooyong","Female","ages60plus","postgraduateDegree",1226,0.0111191728641393
"Kooyong","Male","ages18to29","bachelorDegree",3997,0.0362506802104118
"Kooyong","Male","ages18to29","gradDipDipCertIIIandIV",2048,0.0185742789769635
"Kooyong","Male","ages18to29","highSchoolorCertIorIIorLess",6543,0.0593415563214221
"Kooyong","Male","ages18to29","postgraduateDegree",888,0.00805369127516779
"Kooyong","Male","ages30to44","bachelorDegree",5173,0.046916379466715
"Kooyong","Male","ages30to44","gradDipDipCertIIIandIV",2702,0.0245057137674587
"Kooyong","Male","ages30to44","highSchoolorCertIorIIorLess",1845,0.0167331761291493
"Kooyong","Male","ages30to44","postgraduateDegree",2683,0.024333393796481
"Kooyong","Male","ages45to59","bachelorDegree",5144,0.0466533647741701
"Kooyong","Male","ages45to59","gradDipDipCertIIIandIV",3237,0.0293578813713042
"Kooyong","Male","ages45to59","highSchoolorCertIorIIorLess",2296,0.0208235080718302
"Kooyong","Male","ages45to59","postgraduateDegree",2751,0.024950117903138
"Kooyong","Male","ages60plus","bachelorDegree",3926,0.0356067476872846
"Kooyong","Male","ages60plus","gradDipDipCertIIIandIV",3506,0.031797569381462
"Kooyong","Male","ages60plus","highSchoolorCertIorIIorLess",3434,0.0311445673861781
"Kooyong","Male","ages60plus","postgraduateDegree",2108,0.0191184473063668
"La Trobe","Female","ages18to29","bachelorDegree",1710,0.017718921943486
"La Trobe","Female","ages18to29","gradDipDipCertIIIandIV",3647,0.037790004870113
"La Trobe","Female","ages18to29","highSchoolorCertIorIIorLess",5147,0.0533329188556271
"La Trobe","Female","ages18to29","postgraduateDegree",299,0.00309822085444579
"La Trobe","Female","ages30to44","bachelorDegree",3858,0.039976374770742
"La Trobe","Female","ages30to44","gradDipDipCertIIIandIV",6142,0.0636430517993513
"La Trobe","Female","ages30to44","highSchoolorCertIorIIorLess",4581,0.0474680593117598
"La Trobe","Female","ages30to44","postgraduateDegree",1057,0.0109525733884589
"La Trobe","Female","ages45to59","bachelorDegree",1865,0.0193250230553224
"La Trobe","Female","ages45to59","gradDipDipCertIIIandIV",4448,0.0460899209383775
"La Trobe","Female","ages45to59","highSchoolorCertIorIIorLess",6154,0.0637673951112355
"La Trobe","Female","ages45to59","postgraduateDegree",405,0.00419658677608878
"La Trobe","Female","ages60plus","bachelorDegree",901,0.00933611033396541
"La Trobe","Female","ages60plus","gradDipDipCertIIIandIV",1941,0.0201125306972551
"La Trobe","Female","ages60plus","highSchoolorCertIorIIorLess",7076,0.0733211062409981
"La Trobe","Female","ages60plus","postgraduateDegree",156,0.00161646305449346
"La Trobe","Male","ages18to29","bachelorDegree",920,0.00953298724444859
"La Trobe","Male","ages18to29","gradDipDipCertIIIandIV",3880,0.0402043375091962
"La Trobe","Male","ages18to29","highSchoolorCertIorIIorLess",5639,0.0584309946428756
"La Trobe","Male","ages18to29","postgraduateDegree",137,0.00141958614401028
"La Trobe","Male","ages30to44","bachelorDegree",2414,0.0250137295740205
"La Trobe","Male","ages30to44","gradDipDipCertIIIandIV",6941,0.0719222439823018
"La Trobe","Male","ages30to44","highSchoolorCertIorIIorLess",4184,0.0433543680769271
"La Trobe","Male","ages30to44","postgraduateDegree",1011,0.0104759240262364
"La Trobe","Male","ages45to59","bachelorDegree",1476,0.0152942273617458
"La Trobe","Male","ages45to59","gradDipDipCertIIIandIV",6156,0.0637881189965495
"La Trobe","Male","ages45to59","highSchoolorCertIorIIorLess",4523,0.0468670666376532
"La Trobe","Male","ages45to59","postgraduateDegree",507,0.00525350492710373
"La Trobe","Male","ages60plus","bachelorDegree",822,0.00851751686406167
"La Trobe","Male","ages60plus","gradDipDipCertIIIandIV",3991,0.0413545131441243
"La Trobe","Male","ages60plus","highSchoolorCertIorIIorLess",4257,0.0441107898908887
"La Trobe","Male","ages60plus","postgraduateDegree",262,0.00271482897613645
"Lalor","Female","ages18to29","bachelorDegree",2605,0.0237122129274798
"Lalor","Female","ages18to29","gradDipDipCertIIIandIV",3824,0.0348082542167688
"Lalor","Female","ages18to29","highSchoolorCertIorIIorLess",6191,0.05635405383264
"Lalor","Female","ages18to29","postgraduateDegree",759,0.00690885589710447
"Lalor","Female","ages30to44","bachelorDegree",5658,0.0515023803238697
"Lalor","Female","ages30to44","gradDipDipCertIIIandIV",6631,0.0603591876860339
"Lalor","Female","ages30to44","highSchoolorCertIorIIorLess",5873,0.053459434365869
"Lalor","Female","ages30to44","postgraduateDegree",2659,0.0242037520822145
"Lalor","Female","ages45to59","bachelorDegree",1589,0.0144639947569157
"Lalor","Female","ages45to59","gradDipDipCertIIIandIV",3795,0.0345442794855223
"Lalor","Female","ages45to59","highSchoolorCertIorIIorLess",6710,0.0610782912642569
"Lalor","Female","ages45to59","postgraduateDegree",388,0.00353179985253825
"Lalor","Female","ages60plus","bachelorDegree",627,0.0057073157410863
"Lalor","Female","ages60plus","gradDipDipCertIIIandIV",1356,0.0123430943300048
"Lalor","Female","ages60plus","highSchoolorCertIorIIorLess",6609,0.0601589309933642
"Lalor","Female","ages60plus","postgraduateDegree",153,0.00139269427174833
"Lalor","Male","ages18to29","bachelorDegree",1611,0.0146642514495854
"Lalor","Male","ages18to29","gradDipDipCertIIIandIV",4184,0.0380851819150001
"Lalor","Male","ages18to29","highSchoolorCertIorIIorLess",6690,0.0608962397254663
"Lalor","Male","ages18to29","postgraduateDegree",446,0.00405974931503109
"Lalor","Male","ages30to44","bachelorDegree",4430,0.0403244158421249
"Lalor","Male","ages30to44","gradDipDipCertIIIandIV",7246,0.0659572725038458
"Lalor","Male","ages30to44","highSchoolorCertIorIIorLess",5959,0.0542422559826687
"Lalor","Male","ages30to44","postgraduateDegree",3310,0.0301295296698495
"Lalor","Male","ages45to59","bachelorDegree",1478,0.0134536087166277
"Lalor","Male","ages45to59","gradDipDipCertIIIandIV",5112,0.0465323733148854
"Lalor","Male","ages45to59","highSchoolorCertIorIIorLess",5081,0.04625019342976
"Lalor","Male","ages45to59","postgraduateDegree",560,0.00509744308613769
"Lalor","Male","ages60plus","bachelorDegree",678,0.00617154716500241
"Lalor","Male","ages60plus","gradDipDipCertIIIandIV",3189,0.0290281178601662
"Lalor","Male","ages60plus","highSchoolorCertIorIIorLess",4227,0.0384765927234
"Lalor","Male","ages60plus","postgraduateDegree",231,0.0021026952730318
"Leichhardt","Female","ages18to29","bachelorDegree",1900,0.0182602762107044
"Leichhardt","Female","ages18to29","gradDipDipCertIIIandIV",3048,0.0292933273106457
"Leichhardt","Female","ages18to29","highSchoolorCertIorIIorLess",5483,0.0526953128754169
"Leichhardt","Female","ages18to29","postgraduateDegree",186,0.00178758493431106
"Leichhardt","Female","ages30to44","bachelorDegree",3830,0.0368088725721041
"Leichhardt","Female","ages30to44","gradDipDipCertIIIandIV",5792,0.0556650104275788
"Leichhardt","Female","ages30to44","highSchoolorCertIorIIorLess",5346,0.0513786508539082
"Leichhardt","Female","ages30to44","postgraduateDegree",818,0.00786152944229272
"Leichhardt","Female","ages45to59","bachelorDegree",2591,0.0249012503483869
"Leichhardt","Female","ages45to59","gradDipDipCertIIIandIV",5220,0.0501677062209878
"Leichhardt","Female","ages45to59","highSchoolorCertIorIIorLess",6445,0.0619407790410472
"Leichhardt","Female","ages45to59","postgraduateDegree",717,0.00689085160161844
"Leichhardt","Female","ages60plus","bachelorDegree",1317,0.0126572546155251
"Leichhardt","Female","ages60plus","gradDipDipCertIIIandIV",2428,0.0233347108629422
"Leichhardt","Female","ages60plus","highSchoolorCertIorIIorLess",7609,0.0731276008880261
"Leichhardt","Female","ages60plus","postgraduateDegree",297,0.00285436949188379
"Leichhardt","Male","ages18to29","bachelorDegree",929,0.00892831399986545
"Leichhardt","Male","ages18to29","gradDipDipCertIIIandIV",3448,0.0331375959865835
"Leichhardt","Male","ages18to29","highSchoolorCertIorIIorLess",5653,0.0543291270626904
"Leichhardt","Male","ages18to29","postgraduateDegree",99,0.000951456497294596
"Leichhardt","Male","ages30to44","bachelorDegree",2154,0.0207013868199248
"Leichhardt","Male","ages30to44","gradDipDipCertIIIandIV",6858,0.0659099864489529
"Leichhardt","Male","ages30to44","highSchoolorCertIorIIorLess",4559,0.0438150522340006
"Leichhardt","Male","ages30to44","postgraduateDegree",520,0.00499754927871909
"Leichhardt","Male","ages45to59","bachelorDegree",1709,0.0164246379179441
"Leichhardt","Male","ages45to59","gradDipDipCertIIIandIV",7146,0.0686778598956281
"Leichhardt","Male","ages45to59","highSchoolorCertIorIIorLess",5135,0.049350799127351
"Leichhardt","Male","ages45to59","postgraduateDegree",557,0.00535314413124333
"Leichhardt","Male","ages60plus","bachelorDegree",1127,0.0108312269944546
"Leichhardt","Male","ages60plus","gradDipDipCertIIIandIV",5380,0.0517054136913629
"Leichhardt","Male","ages60plus","highSchoolorCertIorIIorLess",5356,0.0514747575708066
"Leichhardt","Male","ages60plus","postgraduateDegree",394,0.00378660464579869
"Lilley","Female","ages18to29","bachelorDegree",3004,0.0285793113946209
"Lilley","Female","ages18to29","gradDipDipCertIIIandIV",3477,0.033079316151497
"Lilley","Female","ages18to29","highSchoolorCertIorIIorLess",5027,0.0478256319509852
"Lilley","Female","ages18to29","postgraduateDegree",387,0.00368182207380769
"Lilley","Female","ages30to44","bachelorDegree",5690,0.0541332496123146
"Lilley","Female","ages30to44","gradDipDipCertIIIandIV",5090,0.0484249983350934
"Lilley","Female","ages30to44","highSchoolorCertIorIIorLess",3814,0.0362854506188696
"Lilley","Female","ages30to44","postgraduateDegree",1586,0.0150888108761214
"Lilley","Female","ages45to59","bachelorDegree",2725,0.0259249745507131
"Lilley","Female","ages45to59","gradDipDipCertIIIandIV",4109,0.0390920074968367
"Lilley","Female","ages45to59","highSchoolorCertIorIIorLess",5237,0.0498235198980126
"Lilley","Female","ages45to59","postgraduateDegree",735,0.006992607814596
"Lilley","Female","ages60plus","bachelorDegree",1453,0.0138234818430041
"Lilley","Female","ages60plus","gradDipDipCertIIIandIV",2349,0.0223478037503211
"Lilley","Female","ages60plus","highSchoolorCertIorIIorLess",9403,0.0894578112661853
"Lilley","Female","ages60plus","postgraduateDegree",345,0.0032822444844022
"Lilley","Male","ages18to29","bachelorDegree",1864,0.0177336339679006
"Lilley","Male","ages18to29","gradDipDipCertIIIandIV",3813,0.0362759368667409
"Lilley","Male","ages18to29","highSchoolorCertIorIIorLess",5528,0.0525920217674649
"Lilley","Male","ages18to29","postgraduateDegree",228,0.00216913548534406
"Lilley","Male","ages30to44","bachelorDegree",4313,0.0410328129310919
"Lilley","Male","ages30to44","gradDipDipCertIIIandIV",6094,0.0579768054723102
"Lilley","Male","ages30to44","highSchoolorCertIorIIorLess",3925,0.0373414771051555
"Lilley","Male","ages30to44","postgraduateDegree",1307,0.0124344740322136
"Lilley","Male","ages45to59","bachelorDegree",2132,0.0202833195383927
"Lilley","Male","ages45to59","gradDipDipCertIIIandIV",5306,0.050479968794893
"Lilley","Male","ages45to59","highSchoolorCertIorIIorLess",4111,0.0391110350010941
"Lilley","Male","ages45to59","postgraduateDegree",823,0.00782981800192178
"Lilley","Male","ages60plus","bachelorDegree",1276,0.0121395477162238
"Lilley","Male","ages60plus","gradDipDipCertIIIandIV",4402,0.0418795368705464
"Lilley","Male","ages60plus","highSchoolorCertIorIIorLess",5071,0.048244237044648
