"division","gender","age_group","education","number","cell_proportion_of_division_total"
"Cooper","Male","ages45to59","bachelorDegree",2673,0.0240533438917285
"Cooper","Male","ages45to59","gradDipDipCertIIIandIV",4020,0.0361745014757757
"Cooper","Male","ages45to59","highSchoolorCertIorIIorLess",4429,0.0398549420488086
"Cooper","Male","ages45to59","postgraduateDegree",1239,0.0111493053055936
"Cooper","Male","ages60plus","bachelorDegree",1041,0.00936757612842848
"Cooper","Male","ages60plus","gradDipDipCertIIIandIV",2680,0.0241163343171838
"Cooper","Male","ages60plus","highSchoolorCertIorIIorLess",5804,0.0522280613346771
"Cooper","Male","ages60plus","postgraduateDegree",534,0.00480526959902095
"Corangamite","Female","ages18to29","bachelorDegree",1485,0.0163202954138321
"Corangamite","Female","ages18to29","gradDipDipCertIIIandIV",2393,0.0262993043268016
"Corangamite","Female","ages18to29","highSchoolorCertIorIIorLess",3661,0.0402347484916091
"Corangamite","Female","ages18to29","postgraduateDegree",188,0.00206613840929323
"Corangamite","Female","ages30to44","bachelorDegree",3616,0.0397401940851293
"Corangamite","Female","ages30to44","gradDipDipCertIIIandIV",4699,0.0516424701344089
"Corangamite","Female","ages30to44","highSchoolorCertIorIIorLess",2881,0.0316624721126265
"Corangamite","Female","ages30to44","postgraduateDegree",745,0.0081876229517205
"Corangamite","Female","ages45to59","bachelorDegree",2333,0.0256398984514952
"Corangamite","Female","ages45to59","gradDipDipCertIIIandIV",4555,0.0500598960336737
"Corangamite","Female","ages45to59","highSchoolorCertIorIIorLess",4766,0.0523788066951677
"Corangamite","Female","ages45to59","postgraduateDegree",529,0.00581376180061764
"Corangamite","Female","ages60plus","bachelorDegree",1943,0.0213537602620039
"Corangamite","Female","ages60plus","gradDipDipCertIIIandIV",3680,0.0404435603521227
"Corangamite","Female","ages60plus","highSchoolorCertIorIIorLess",9014,0.0990647426668572
"Corangamite","Female","ages60plus","postgraduateDegree",420,0.00461584112714444
"Corangamite","Male","ages18to29","bachelorDegree",942,0.0103526722423097
"Corangamite","Male","ages18to29","gradDipDipCertIIIandIV",2807,0.0308492048664154
"Corangamite","Male","ages18to29","highSchoolorCertIorIIorLess",4104,0.0451033618709543
"Corangamite","Male","ages18to29","postgraduateDegree",119,0.00130782165269093
"Corangamite","Male","ages30to44","bachelorDegree",2128,0.0233869283775318
"Corangamite","Male","ages30to44","gradDipDipCertIIIandIV",5616,0.0617203899286743
"Corangamite","Male","ages30to44","highSchoolorCertIorIIorLess",2522,0.0277170269587102
"Corangamite","Male","ages30to44","postgraduateDegree",541,0.00594564297567891
"Corangamite","Male","ages45to59","bachelorDegree",1609,0.0176830675561319
"Corangamite","Male","ages45to59","gradDipDipCertIIIandIV",5594,0.0614786077743953
"Corangamite","Male","ages45to59","highSchoolorCertIorIIorLess",3486,0.0383114813552989
"Corangamite","Male","ages45to59","postgraduateDegree",532,0.00584673209438296
"Corangamite","Male","ages60plus","bachelorDegree",1790,0.0196722752799727
"Corangamite","Male","ages60plus","gradDipDipCertIIIandIV",6178,0.0678968249607104
"Corangamite","Male","ages60plus","highSchoolorCertIorIIorLess",5538,0.060863162290776
"Corangamite","Male","ages60plus","postgraduateDegree",577,0.00634128650086272
"Corio","Female","ages18to29","bachelorDegree",2164,0.0217454655077124
"Corio","Female","ages18to29","gradDipDipCertIIIandIV",3309,0.0332512686529669
"Corio","Female","ages18to29","highSchoolorCertIorIIorLess",5067,0.0509169471938904
"Corio","Female","ages18to29","postgraduateDegree",299,0.00300457217504899
"Corio","Female","ages30to44","bachelorDegree",3572,0.0358940863186454
"Corio","Female","ages30to44","gradDipDipCertIIIandIV",4879,0.0490277847560669
"Corio","Female","ages30to44","highSchoolorCertIorIIorLess",3634,0.0365171079736723
"Corio","Female","ages30to44","postgraduateDegree",912,0.00916444757071798
"Corio","Female","ages45to59","bachelorDegree",2085,0.0209516153343717
"Corio","Female","ages45to59","gradDipDipCertIIIandIV",4606,0.0462844797266744
"Corio","Female","ages45to59","highSchoolorCertIorIIorLess",5955,0.0598402250916947
"Corio","Female","ages45to59","postgraduateDegree",537,0.0053961714314425
"Corio","Female","ages60plus","bachelorDegree",1428,0.0143495955383611
"Corio","Female","ages60plus","gradDipDipCertIIIandIV",2787,0.0280058282670954
"Corio","Female","ages60plus","highSchoolorCertIorIIorLess",10378,0.104285786062403
"Corio","Female","ages60plus","postgraduateDegree",267,0.00268301261116415
"Corio","Male","ages18to29","bachelorDegree",1467,0.0147414962568457
"Corio","Male","ages18to29","gradDipDipCertIIIandIV",3530,0.0354720393910466
"Corio","Male","ages18to29","highSchoolorCertIorIIorLess",5438,0.0546450283876802
"Corio","Male","ages18to29","postgraduateDegree",221,0.00222077073807969
"Corio","Male","ages30to44","bachelorDegree",2427,0.0243882831733909
"Corio","Male","ages30to44","gradDipDipCertIIIandIV",5117,0.0514193840124604
"Corio","Male","ages30to44","highSchoolorCertIorIIorLess",3864,0.0388283173390946
"Corio","Male","ages30to44","postgraduateDegree",781,0.00784806310606441
"Corio","Male","ages45to59","bachelorDegree",1580,0.015877003466814
"Corio","Male","ages45to59","gradDipDipCertIIIandIV",5322,0.0534793749685977
"Corio","Male","ages45to59","highSchoolorCertIorIIorLess",4680,0.0470280862181581
"Corio","Male","ages45to59","postgraduateDegree",613,0.00615987539566899
"Corio","Male","ages60plus","bachelorDegree",1143,0.0114857056725117
"Corio","Male","ages60plus","gradDipDipCertIIIandIV",4996,0.0502034869115209
"Corio","Male","ages60plus","highSchoolorCertIorIIorLess",6058,0.0608752449379491
"Corio","Male","ages60plus","postgraduateDegree",399,0.00400944581218912
"Cowan","Female","ages18to29","bachelorDegree",1966,0.0204770336423289
"Cowan","Female","ages18to29","gradDipDipCertIIIandIV",2906,0.0302676804499531
"Cowan","Female","ages18to29","highSchoolorCertIorIIorLess",5512,0.0574106863868347
"Cowan","Female","ages18to29","postgraduateDegree",189,0.00196854494323508
"Cowan","Female","ages30to44","bachelorDegree",3644,0.0379543797521092
"Cowan","Female","ages30to44","gradDipDipCertIIIandIV",4921,0.0512550775960837
"Cowan","Female","ages30to44","highSchoolorCertIorIIorLess",5462,0.0568899073013228
"Cowan","Female","ages30to44","postgraduateDegree",688,0.0071659202166441
"Cowan","Female","ages45to59","bachelorDegree",1634,0.0170190605145297
"Cowan","Female","ages45to59","gradDipDipCertIIIandIV",3728,0.0388292886157692
"Cowan","Female","ages45to59","highSchoolorCertIorIIorLess",6938,0.0722633059056348
"Cowan","Female","ages45to59","postgraduateDegree",279,0.00290594729715655
"Cowan","Female","ages60plus","bachelorDegree",778,0.00810332257056557
"Cowan","Female","ages60plus","gradDipDipCertIIIandIV",1757,0.0183001770648891
"Cowan","Female","ages60plus","highSchoolorCertIorIIorLess",7653,0.0797104468284554
"Cowan","Female","ages60plus","postgraduateDegree",99,0.00103114258931361
"Cowan","Male","ages18to29","bachelorDegree",1188,0.0123737110717634
"Cowan","Male","ages18to29","gradDipDipCertIIIandIV",3484,0.036287886678471
"Cowan","Male","ages18to29","highSchoolorCertIorIIorLess",6295,0.0655660868659515
"Cowan","Male","ages18to29","postgraduateDegree",109,0.001135298406416
"Cowan","Male","ages30to44","bachelorDegree",2507,0.026111863347568
"Cowan","Male","ages30to44","gradDipDipCertIIIandIV",6269,0.0652952817414853
"Cowan","Male","ages30to44","highSchoolorCertIorIIorLess",5137,0.0535048432454953
"Cowan","Male","ages30to44","postgraduateDegree",642,0.00668680345797313
"Cowan","Male","ages45to59","bachelorDegree",1300,0.0135402562233101
"Cowan","Male","ages45to59","gradDipDipCertIIIandIV",5694,0.0593063222580981
"Cowan","Male","ages45to59","highSchoolorCertIorIIorLess",5172,0.0538693886053536
"Cowan","Male","ages45to59","postgraduateDegree",374,0.00389542755962921
"Cowan","Male","ages60plus","bachelorDegree",707,0.00736381626913863
"Cowan","Male","ages60plus","gradDipDipCertIIIandIV",4243,0.044193313196542
"Cowan","Male","ages60plus","highSchoolorCertIorIIorLess",4541,0.0472971565461931
"Cowan","Male","ages60plus","postgraduateDegree",194,0.00202062285178627
"Cowper","Female","ages18to29","bachelorDegree",969,0.00927734375
"Cowper","Female","ages18to29","gradDipDipCertIIIandIV",2503,0.0239640778186275
"Cowper","Female","ages18to29","highSchoolorCertIorIIorLess",4186,0.0400773590686275
"Cowper","Female","ages18to29","postgraduateDegree",95,0.000909543504901961
"Cowper","Female","ages30to44","bachelorDegree",2588,0.0247778799019608
"Cowper","Female","ages30to44","gradDipDipCertIIIandIV",4547,0.0435336243872549
"Cowper","Female","ages30to44","highSchoolorCertIorIIorLess",3558,0.0340647977941176
"Cowper","Female","ages30to44","postgraduateDegree",434,0.00415517769607843
"Cowper","Female","ages45to59","bachelorDegree",2214,0.0211971507352941
"Cowper","Female","ages45to59","gradDipDipCertIIIandIV",5794,0.0554725796568627
"Cowper","Female","ages45to59","highSchoolorCertIorIIorLess",6138,0.0587660845588235
"Cowper","Female","ages45to59","postgraduateDegree",479,0.00458601409313726
"Cowper","Female","ages60plus","bachelorDegree",2059,0.0197131587009804
"Cowper","Female","ages60plus","gradDipDipCertIIIandIV",4221,0.0404124540441176
"Cowper","Female","ages60plus","highSchoolorCertIorIIorLess",13754,0.13168275122549
"Cowper","Female","ages60plus","postgraduateDegree",366,0.00350413602941176
"Cowper","Male","ages18to29","bachelorDegree",546,0.00522748161764706
"Cowper","Male","ages18to29","gradDipDipCertIIIandIV",2458,0.0235332414215686
"Cowper","Male","ages18to29","highSchoolorCertIorIIorLess",4670,0.044711243872549
"Cowper","Male","ages18to29","postgraduateDegree",52,0.000497855392156863
"Cowper","Male","ages30to44","bachelorDegree",1444,0.0138250612745098
"Cowper","Male","ages30to44","gradDipDipCertIIIandIV",4668,0.0446920955882353
"Cowper","Male","ages30to44","highSchoolorCertIorIIorLess",3606,0.0345243566176471
"Cowper","Male","ages30to44","postgraduateDegree",292,0.00279564950980392
"Cowper","Male","ages45to59","bachelorDegree",1412,0.0135186887254902
"Cowper","Male","ages45to59","gradDipDipCertIIIandIV",6456,0.0618106617647059
"Cowper","Male","ages45to59","highSchoolorCertIorIIorLess",4994,0.0478132659313725
"Cowper","Male","ages45to59","postgraduateDegree",396,0.00379136029411765
"Cowper","Male","ages60plus","bachelorDegree",1762,0.0168696384803922
"Cowper","Male","ages60plus","gradDipDipCertIIIandIV",8366,0.0800972732843137
"Cowper","Male","ages60plus","highSchoolorCertIorIIorLess",8916,0.0853630514705882
"Cowper","Male","ages60plus","postgraduateDegree",505,0.00483494178921569
"Cunningham","Female","ages18to29","bachelorDegree",2711,0.0254062564429367
"Cunningham","Female","ages18to29","gradDipDipCertIIIandIV",3083,0.0288924709013551
"Cunningham","Female","ages18to29","highSchoolorCertIorIIorLess",5833,0.0546642175697711
"Cunningham","Female","ages18to29","postgraduateDegree",501,0.00469514366577325
"Cunningham","Female","ages30to44","bachelorDegree",4053,0.0379828688171237
"Cunningham","Female","ages30to44","gradDipDipCertIIIandIV",4672,0.0437838547035781
"Cunningham","Female","ages30to44","highSchoolorCertIorIIorLess",3269,0.0306355781305644
"Cunningham","Female","ages30to44","postgraduateDegree",1494,0.0140010870991322
"Cunningham","Female","ages45to59","bachelorDegree",2458,0.0230352557494424
"Cunningham","Female","ages45to59","gradDipDipCertIIIandIV",4548,0.0426217832174386
"Cunningham","Female","ages45to59","highSchoolorCertIorIIorLess",5013,0.0469795512904616
"Cunningham","Female","ages45to59","postgraduateDegree",1078,0.0101025246940191
"Cunningham","Female","ages60plus","bachelorDegree",1493,0.0139917155548891
"Cunningham","Female","ages60plus","gradDipDipCertIIIandIV",2792,0.0261653515266246
"Cunningham","Female","ages60plus","highSchoolorCertIorIIorLess",9924,0.0930032050681311
"Cunningham","Female","ages60plus","postgraduateDegree",593,0.0055573257361348
"Cunningham","Male","ages18to29","bachelorDegree",2324,0.0217794688208723
"Cunningham","Male","ages18to29","gradDipDipCertIIIandIV",3489,0.0326973178640376
"Cunningham","Male","ages18to29","highSchoolorCertIorIIorLess",6991,0.0655164658032351
"Cunningham","Male","ages18to29","postgraduateDegree",482,0.0045170843251551
"Cunningham","Male","ages30to44","bachelorDegree",2784,0.0260903791726801
"Cunningham","Male","ages30to44","gradDipDipCertIIIandIV",5854,0.0548610199988754
"Cunningham","Male","ages30to44","highSchoolorCertIorIIorLess",3197,0.029960826945064
"Cunningham","Male","ages30to44","postgraduateDegree",1368,0.0128202725245066
"Cunningham","Male","ages45to59","bachelorDegree",2059,0.0192960095964613
"Cunningham","Male","ages45to59","gradDipDipCertIIIandIV",6241,0.0584878076209398
"Cunningham","Male","ages45to59","highSchoolorCertIorIIorLess",3892,0.036474050193991
"Cunningham","Male","ages45to59","postgraduateDegree",1098,0.0102899555788803
"Cunningham","Male","ages60plus","bachelorDegree",1499,0.0140479448203475
"Cunningham","Male","ages60plus","gradDipDipCertIIIandIV",5714,0.053549003804847
"Cunningham","Male","ages60plus","highSchoolorCertIorIIorLess",5371,0.0503345641294773
"Cunningham","Male","ages60plus","postgraduateDegree",828,0.00775963863325399
"Curtin","Female","ages18to29","bachelorDegree",4360,0.0439893053523685
"Curtin","Female","ages18to29","gradDipDipCertIIIandIV",1728,0.0174342934974525
"Curtin","Female","ages18to29","highSchoolorCertIorIIorLess",4588,0.0462896635221712
"Curtin","Female","ages18to29","postgraduateDegree",585,0.00590223477778338
"Curtin","Female","ages30to44","bachelorDegree",6286,0.0634212783130707
"Curtin","Female","ages30to44","gradDipDipCertIIIandIV",3048,0.0307521565857842
"Curtin","Female","ages30to44","highSchoolorCertIorIIorLess",1836,0.0185239368410432
"Curtin","Female","ages30to44","postgraduateDegree",2366,0.0238712606568128
"Curtin","Female","ages45to59","bachelorDegree",4729,0.0477122534429703
"Curtin","Female","ages45to59","gradDipDipCertIIIandIV",3614,0.0364626948494173
"Curtin","Female","ages45to59","highSchoolorCertIorIIorLess",2687,0.0271099228169298
"Curtin","Female","ages45to59","postgraduateDegree",1732,0.0174746506583262
"Curtin","Female","ages60plus","bachelorDegree",3333,0.0336276042980376
"Curtin","Female","ages60plus","gradDipDipCertIIIandIV",3290,0.033193764818645
"Curtin","Female","ages60plus","highSchoolorCertIorIIorLess",6144,0.0619885991020532
"Curtin","Female","ages60plus","postgraduateDegree",952,0.00960500428794834
"Curtin","Male","ages18to29","bachelorDegree",3464,0.0349493013166524
"Curtin","Male","ages18to29","gradDipDipCertIIIandIV",2117,0.0213590273924229
"Curtin","Male","ages18to29","highSchoolorCertIorIIorLess",5093,0.05138475508248
"Curtin","Male","ages18to29","postgraduateDegree",452,0.00456035917873178
"Curtin","Male","ages30to44","bachelorDegree",5010,0.05054734399435
"Curtin","Male","ages30to44","gradDipDipCertIIIandIV",3399,0.0342934974524542
"Curtin","Male","ages30to44","highSchoolorCertIorIIorLess",1927,0.0194420622509206
"Curtin","Male","ages30to44","postgraduateDegree",2367,0.0238813499470312
"Curtin","Male","ages45to59","bachelorDegree",4368,0.0440700196741159
"Curtin","Male","ages45to59","gradDipDipCertIIIandIV",3288,0.0331735862382081
"Curtin","Male","ages45to59","highSchoolorCertIorIIorLess",1979,0.0199667053422792
"Curtin","Male","ages45to59","postgraduateDegree",2316,0.0233667961458911
"Curtin","Male","ages60plus","bachelorDegree",3472,0.0350300156383998
"Curtin","Male","ages60plus","gradDipDipCertIIIandIV",3537,0.035685819502598
"Curtin","Male","ages60plus","highSchoolorCertIorIIorLess",3245,0.0327397467588155
"Curtin","Male","ages60plus","postgraduateDegree",1803,0.0181909902638349
"Dawson","Female","ages18to29","bachelorDegree",1644,0.0165869604697621
"Dawson","Female","ages18to29","gradDipDipCertIIIandIV",2951,0.0297737958310632
"Dawson","Female","ages18to29","highSchoolorCertIorIIorLess",5266,0.0531307383417075
"Dawson","Female","ages18to29","postgraduateDegree",81,0.00081724075307222
"Dawson","Female","ages30to44","bachelorDegree",2987,0.0301370139435398
"Dawson","Female","ages30to44","gradDipDipCertIIIandIV",4644,0.0468551365094739
"Dawson","Female","ages30to44","highSchoolorCertIorIIorLess",5302,0.0534939564541841
"Dawson","Female","ages30to44","postgraduateDegree",443,0.00446960066186412
"Dawson","Female","ages45to59","bachelorDegree",1763,0.0177875981193373
"Dawson","Female","ages45to59","gradDipDipCertIIIandIV",4250,0.0428799160562585
"Dawson","Female","ages45to59","highSchoolorCertIorIIorLess",7441,0.0750751659704986
"Dawson","Female","ages45to59","postgraduateDegree",354,0.003571644772686
"Dawson","Female","ages60plus","bachelorDegree",851,0.00858607260326493
"Dawson","Female","ages60plus","gradDipDipCertIIIandIV",1922,0.0193918114494421
"Dawson","Female","ages60plus","highSchoolorCertIorIIorLess",9603,0.0968884315031176
"Dawson","Female","ages60plus","postgraduateDegree",155,0.00156385576205178
"Dawson","Male","ages18to29","bachelorDegree",783,0.00789999394636479
"Dawson","Male","ages18to29","gradDipDipCertIIIandIV",4062,0.0409831103577698
"Dawson","Male","ages18to29","highSchoolorCertIorIIorLess",5223,0.0526968944851383
"Dawson","Male","ages18to29","postgraduateDegree",60,0.000605363520794237
"Dawson","Male","ages30to44","bachelorDegree",1404,0.0141655063865851
"Dawson","Male","ages30to44","gradDipDipCertIIIandIV",6876,0.0693746594830196
"Dawson","Male","ages30to44","highSchoolorCertIorIIorLess",4173,0.0421030328712392
"Dawson","Male","ages30to44","postgraduateDegree",351,0.00354137659664629
"Dawson","Male","ages45to59","bachelorDegree",1086,0.0109570797263757
"Dawson","Male","ages45to59","gradDipDipCertIIIandIV",7042,0.0710494985572169
"Dawson","Male","ages45to59","highSchoolorCertIorIIorLess",5480,0.0552898682325403
"Dawson","Male","ages45to59","postgraduateDegree",365,0.00368262808483161
"Dawson","Male","ages60plus","bachelorDegree",717,0.00723409407349113
"Dawson","Male","ages60plus","gradDipDipCertIIIandIV",5246,0.0529289505014428
"Dawson","Male","ages60plus","highSchoolorCertIorIIorLess",6400,0.0645721088847186
"Dawson","Male","ages60plus","postgraduateDegree",189,0.00190689509050185
"Deakin","Female","ages18to29","bachelorDegree",2548,0.0237990715746803
"Deakin","Female","ages18to29","gradDipDipCertIIIandIV",2588,0.0241726833733409
"Deakin","Female","ages18to29","highSchoolorCertIorIIorLess",4592,0.0428906344862371
"Deakin","Female","ages18to29","postgraduateDegree",551,0.00514650252654979
"Deakin","Female","ages30to44","bachelorDegree",5634,0.0526232218413457
"Deakin","Female","ages30to44","gradDipDipCertIIIandIV",4961,0.0463372033288811
"Deakin","Female","ages30to44","highSchoolorCertIorIIorLess",3343,0.0312246060730598
"Deakin","Female","ages30to44","postgraduateDegree",1925,0.0179800678105415
"Deakin","Female","ages45to59","bachelorDegree",2847,0.0265918197696683
"Deakin","Female","ages45to59","gradDipDipCertIIIandIV",4808,0.0449081381990043
"Deakin","Female","ages45to59","highSchoolorCertIorIIorLess",5451,0.0509139478624735
"Deakin","Female","ages45to59","postgraduateDegree",754,0.00704258240475234
"Deakin","Female","ages60plus","bachelorDegree",1850,0.0172795456880528
"Deakin","Female","ages60plus","gradDipDipCertIIIandIV",3375,0.0315234955119883
"Deakin","Female","ages60plus","highSchoolorCertIorIIorLess",9954,0.0929732960966907
"Deakin","Female","ages60plus","postgraduateDegree",323,0.00301691527418436
"Deakin","Male","ages18to29","bachelorDegree",1772,0.0165510026806647
"Deakin","Male","ages18to29","gradDipDipCertIIIandIV",3008,0.0280956072592772
"Deakin","Male","ages18to29","highSchoolorCertIorIIorLess",5379,0.0502414466248844
"Deakin","Male","ages18to29","postgraduateDegree",307,0.00286747055472012
"Deakin","Male","ages30to44","bachelorDegree",4211,0.0393319821039948
"Deakin","Male","ages30to44","gradDipDipCertIIIandIV",5699,0.0532303410141692
"Deakin","Male","ages30to44","highSchoolorCertIorIIorLess",3412,0.0318690864257493
"Deakin","Male","ages30to44","postgraduateDegree",1734,0.0161960714719371
"Deakin","Male","ages45to59","bachelorDegree",2358,0.0220244155310425
"Deakin","Male","ages45to59","gradDipDipCertIIIandIV",5612,0.0524177353520824
"Deakin","Male","ages45to59","highSchoolorCertIorIIorLess",4032,0.0376600693049886
"Deakin","Male","ages45to59","postgraduateDegree",959,0.00895734287288793
"Deakin","Male","ages60plus","bachelorDegree",1730,0.016158710292071
"Deakin","Male","ages60plus","gradDipDipCertIIIandIV",5401,0.0504469331141477
"Deakin","Male","ages60plus","highSchoolorCertIorIIorLess",5260,0.0491299515238691
"Deakin","Male","ages60plus","postgraduateDegree",685,0.0063981020520628
"Dickson","Female","ages18to29","bachelorDegree",1666,0.0164551335868438
"Dickson","Female","ages18to29","gradDipDipCertIIIandIV",3180,0.0314089584670848
"Dickson","Female","ages18to29","highSchoolorCertIorIIorLess",4934,0.0487332707788039
"Dickson","Female","ages18to29","postgraduateDegree",123,0.00121487480863252
"Dickson","Female","ages30to44","bachelorDegree",4418,0.043636722801126
"Dickson","Female","ages30to44","gradDipDipCertIIIandIV",5636,0.0556669465158773
"Dickson","Female","ages30to44","highSchoolorCertIorIIorLess",4320,0.0426687737666058
"Dickson","Female","ages30to44","postgraduateDegree",842,0.00831646007210233
"Dickson","Female","ages45to59","bachelorDegree",2665,0.0263222875203714
"Dickson","Female","ages45to59","gradDipDipCertIIIandIV",5086,0.0502345794854067
"Dickson","Female","ages45to59","highSchoolorCertIorIIorLess",6253,0.0617610746209689
"Dickson","Female","ages45to59","postgraduateDegree",719,0.0071015852634698
"Dickson","Female","ages60plus","bachelorDegree",1171,0.0115660032594202
"Dickson","Female","ages60plus","gradDipDipCertIIIandIV",2323,0.0229443429305151
"Dickson","Female","ages60plus","highSchoolorCertIorIIorLess",8232,0.0813077188996987
"Dickson","Female","ages60plus","postgraduateDegree",250,0.00246925774112302
"Dickson","Male","ages18to29","bachelorDegree",936,0.00924490098276458
"Dickson","Male","ages18to29","gradDipDipCertIIIandIV",3526,0.0348264111807991
"Dickson","Male","ages18to29","highSchoolorCertIorIIorLess",5601,0.0553212504321201
"Dickson","Male","ages18to29","postgraduateDegree",68,0.000671638105585461
"Dickson","Male","ages30to44","bachelorDegree",2556,0.0252456911452417
"Dickson","Male","ages30to44","gradDipDipCertIIIandIV",6894,0.0680922514692084
"Dickson","Male","ages30to44","highSchoolorCertIorIIorLess",3811,0.0376413650056793
"Dickson","Male","ages30to44","postgraduateDegree",701,0.00692379870610894
"Dickson","Male","ages45to59","bachelorDegree",2167,0.0214035261000543
"Dickson","Male","ages45to59","gradDipDipCertIIIandIV",6852,0.0676774161686997
"Dickson","Male","ages45to59","highSchoolorCertIorIIorLess",4249,0.0419675045681268
"Dickson","Male","ages45to59","postgraduateDegree",843,0.00832633710306682
"Dickson","Male","ages60plus","bachelorDegree",1163,0.0114869870117043
"Dickson","Male","ages60plus","gradDipDipCertIIIandIV",4923,0.0486246234381945
"Dickson","Male","ages60plus","highSchoolorCertIorIIorLess",4675,0.0461751197590004
"Dickson","Male","ages60plus","postgraduateDegree",462,0.00456318830559534
"Dobell","Female","ages18to29","bachelorDegree",1124,0.0112029183402936
"Dobell","Female","ages18to29","gradDipDipCertIIIandIV",3288,0.0327715262481187
"Dobell","Female","ages18to29","highSchoolorCertIorIIorLess",4986,0.0496955078689538
"Dobell","Female","ages18to29","postgraduateDegree",107,0.0010664699843518
"Dobell","Female","ages30to44","bachelorDegree",2681,0.0267215516639922
"Dobell","Female","ages30to44","gradDipDipCertIIIandIV",5334,0.053164027070397
"Dobell","Female","ages30to44","highSchoolorCertIorIIorLess",4341,0.0432667869352443
"Dobell","Female","ages30to44","postgraduateDegree",453,0.00451505516739592
"Dobell","Female","ages45to59","bachelorDegree",1696,0.0169040476024359
"Dobell","Female","ages45to59","gradDipDipCertIIIandIV",4910,0.048938015169788
"Dobell","Female","ages45to59","highSchoolorCertIorIIorLess",6416,0.0639483310243095
"Dobell","Female","ages45to59","postgraduateDegree",402,0.0040067376982189
"Dobell","Female","ages60plus","bachelorDegree",1247,0.0124288604718382
"Dobell","Female","ages60plus","gradDipDipCertIIIandIV",3029,0.0301900708654354
"Dobell","Female","ages60plus","highSchoolorCertIorIIorLess",11586,0.11547776858598
"Dobell","Female","ages60plus","postgraduateDegree",250,0.00249175229988737
"Dobell","Male","ages18to29","bachelorDegree",603,0.00601010654732834
"Dobell","Male","ages18to29","gradDipDipCertIIIandIV",2993,0.0298312585342516
"Dobell","Male","ages18to29","highSchoolorCertIorIIorLess",5860,0.05840667390936
"Dobell","Male","ages18to29","postgraduateDegree",58,0.000578086533573871
"Dobell","Male","ages30to44","bachelorDegree",1358,0.0135351984929882
"Dobell","Male","ages30to44","gradDipDipCertIIIandIV",6082,0.06061934995166
"Dobell","Male","ages30to44","highSchoolorCertIorIIorLess",4182,0.041682032472516
"Dobell","Male","ages30to44","postgraduateDegree",318,0.00316950892545674
"Dobell","Male","ages45to59","bachelorDegree",1091,0.0108740070367085
"Dobell","Male","ages45to59","gradDipDipCertIIIandIV",6312,0.0629117620675564
"Dobell","Male","ages45to59","highSchoolorCertIorIIorLess",4935,0.0491871903997767
"Dobell","Male","ages45to59","postgraduateDegree",366,0.00364792536703511
"Dobell","Male","ages60plus","bachelorDegree",1155,0.0115118956254797
"Dobell","Male","ages60plus","gradDipDipCertIIIandIV",6355,0.063340343463137
"Dobell","Male","ages60plus","highSchoolorCertIorIIorLess",6448,0.0642672753186951
"Dobell","Male","ages60plus","postgraduateDegree",365,0.00363795835783556
"Dunkley","Female","ages18to29","bachelorDegree",1553,0.0152710037759597
"Dunkley","Female","ages18to29","gradDipDipCertIIIandIV",3437,0.0337968061674009
"Dunkley","Female","ages18to29","highSchoolorCertIorIIorLess",4882,0.0480058212712398
"Dunkley","Female","ages18to29","postgraduateDegree",200,0.00196664568911265
"Dunkley","Female","ages30to44","bachelorDegree",3443,0.0338558055380743
"Dunkley","Female","ages30to44","gradDipDipCertIIIandIV",5799,0.0570228917558213
"Dunkley","Female","ages30to44","highSchoolorCertIorIIorLess",4179,0.0410930616740088
"Dunkley","Female","ages30to44","postgraduateDegree",768,0.00755191944619257
"Dunkley","Female","ages45to59","bachelorDegree",2123,0.0208759439899308
"Dunkley","Female","ages45to59","gradDipDipCertIIIandIV",5100,0.0501494650723726
"Dunkley","Female","ages45to59","highSchoolorCertIorIIorLess",6495,0.0638668187539333
"Dunkley","Female","ages45to59","postgraduateDegree",484,0.00475928256765261
"Dunkley","Female","ages60plus","bachelorDegree",1385,0.0136190213971051
"Dunkley","Female","ages60plus","gradDipDipCertIIIandIV",2912,0.0286343612334802
"Dunkley","Female","ages60plus","highSchoolorCertIorIIorLess",9281,0.0912621932032725
"Dunkley","Female","ages60plus","postgraduateDegree",264,0.0025959723096287
"Dunkley","Male","ages18to29","bachelorDegree",847,0.00832874449339207
"Dunkley","Male","ages18to29","gradDipDipCertIIIandIV",3650,0.0358912838263059
"Dunkley","Male","ages18to29","highSchoolorCertIorIIorLess",5298,0.0520964443045941
"Dunkley","Male","ages18to29","postgraduateDegree",96,0.000943989930774072
"Dunkley","Male","ages30to44","bachelorDegree",2143,0.021072608558842
"Dunkley","Male","ages30to44","gradDipDipCertIIIandIV",6648,0.0653713027061045
"Dunkley","Male","ages30to44","highSchoolorCertIorIIorLess",4164,0.0409455632473254
"Dunkley","Male","ages30to44","postgraduateDegree",523,0.00514277847702958
"Dunkley","Male","ages45to59","bachelorDegree",1581,0.0155463341724355
"Dunkley","Male","ages45to59","gradDipDipCertIIIandIV",6435,0.0632768250471995
"Dunkley","Male","ages45to59","highSchoolorCertIorIIorLess",5035,0.0495103052234109
"Dunkley","Male","ages45to59","postgraduateDegree",533,0.00524111076148521
"Dunkley","Male","ages60plus","bachelorDegree",1265,0.0124390339836375
"Dunkley","Male","ages60plus","gradDipDipCertIIIandIV",5397,0.0530699339207048
"Dunkley","Male","ages60plus","highSchoolorCertIorIIorLess",5374,0.0528437696664569
