"year","division","ALP_2PP","first_prefs","total_votes","first_prefs_percent"
2007,"Wentworth",0.448435865420308,17449,62400,0.27963141025641
2007,"Werriwa",0.683464517545235,40397,68821,0.58698653027419
2007,"Whitlam",0.667631543351819,43171,77653,0.555947613099301
2007,"Wide Bay",0.419834582979052,20135,67633,0.297709697928526
2007,"Wills",0.748046404903644,36850,65475,0.562810232913326
2007,"Wright",0.461491979784663,20918,56763,0.368514701478076
2010,"Adelaide",0.625182939577671,37009,81306,0.45518165941013
2010,"Aston",0.504645506506141,33127,86300,0.383858632676709
2010,"Ballarat",0.618787465940055,38247,76350,0.500943025540275
2010,"Banks",0.514451746800415,31346,78689,0.398353009950565
2010,"Barker",0.381104443742616,24610,90681,0.271390919817823
2010,"Barton",0.600028350698136,35399,79134,0.447329845578386
2010,"Bass",0.572158947102,25730,61841,0.416067010559338
2010,"Bean",0.590897282693407,34988,81251,0.430616238569371
2010,"Bendigo",0.598730089816297,34838,76597,0.454821990417379
2010,"Bennelong",0.468026649204225,26268,76062,0.345349846178118
2010,"Berowra",0.336635258113876,16769,78244,0.214316752722253
2010,"Blair",0.539759676234823,26579,68092,0.390339540621512
2010,"Blaxland",0.631421677505952,32800,73254,0.447757119065171
2010,"Bonner",0.483053489511424,25031,71229,0.351415855901388
2010,"Boothby",0.513535170539665,33126,90430,0.366316487891187
2010,"Bowman",0.395798150957438,21155,74013,0.285828165322308
2010,"Braddon",0.577267589952936,29006,62133,0.466837268440281
2010,"Bradfield",0.314067278287462,13644,75127,0.181612469551559
2010,"Brand",0.546980455568054,23728,60183,0.394264160975691
2010,"Brisbane",0.493945350599463,20600,69386,0.296889862508287
2010,"Bruce",0.67742672761495,43949,79810,0.550670342062398
2010,"Burt",0.517447605179677,23996,61097,0.392752508306463
2010,"Calare",0.408564201397254,25176,87528,0.287633671510831
2010,"Calwell",0.726379454393549,33121,59472,0.556917541027711
2010,"Canberra",0.658537750115407,27824,65415,0.425345868684552
2010,"Canning",0.453978303528453,20514,56554,0.362732963185628
2010,"Capricornia",0.545033651357148,31594,72277,0.43712384299293
2010,"Casey",0.501083098444514,28396,80189,0.354113407075783
2010,"Chifley",0.631743041797928,32675,69711,0.468720861843898
2010,"Chisholm",0.539221718065062,33240,80890,0.410928421312894
2010,"Clark",0.663422140313836,20275,58079,0.349093476127344
2010,"Cook",0.367396353910044,20940,75974,0.27562060704978
2010,"Cooper",0.760545023696682,35654,71413,0.499264839735062
2010,"Corangamite",0.54380073800738,23183,56166,0.412758608410782
2010,"Corio",0.614632165663874,40047,84979,0.471257604820014
2010,"Cowan",0.472302432284009,20189,59997,0.33650015834125
2010,"Cowper",0.389408418657565,19685,91545,0.215030859140314
2010,"Cunningham",0.652241132576919,40166,83571,0.480621268143255
2010,"Curtin",0.330452538107223,11894,65098,0.182709146210329
2010,"Dawson",0.474314172125465,28196,75257,0.374662822063064
2010,"Deakin",0.49207302426135,28388,77780,0.364978143481615
2010,"Dickson",0.456335726877929,24045,73246,0.328277312071649
2010,"Dobell",0.567052991406431,35450,78394,0.452202974717453
2010,"Dunkley",0.523101130024317,29155,73115,0.398755385351843
2010,"Durack",0.354349664909884,14355,64829,0.221428681608539
2010,"Eden-Monaro",0.523509845662587,31297,80138,0.390538820534578
2010,"Fadden",0.351606538895152,15418,60627,0.254309136193445
2010,"Fairfax",0.43843498273878,17721,66963,0.264638681062676
2010,"Farrer",0.311612445921834,17808,87349,0.203871824520029
2010,"Fenner",0.6144616635154,26662,59580,0.447499160792212
2010,"Fisher",0.463266583229036,19365,67553,0.286663804716297
2010,"Flinders",0.431578309786641,22202,68923,0.322127591660259
2010,"Flynn",0.484279048886466,26358,66168,0.398349655422561
2010,"Forde",0.495386347949286,21243,59650,0.356127409891031
2010,"Forrest",0.400651465798046,17229,67291,0.25603721151417
2010,"Fowler",0.583125590325627,33626,74904,0.448921285912635
2010,"Franklin",0.614142146112626,22550,54473,0.413966552236888
2010,"Fraser",0.736243803655067,49902,86774,0.575080093115449
2010,"Fremantle",0.569436859520062,24910,66130,0.376682292454257
2010,"Gellibrand",0.734014251781473,37417,66642,0.561462741214249
2010,"Gilmore",0.444361661825988,27870,83803,0.332565659940575
2010,"Gippsland",0.38398133353623,25186,82114,0.306719925956597
2010,"Goldstein",0.445351668815356,21427,72051,0.297386573399398
2010,"Gorton",0.736550299350704,30266,51177,0.591398479785841
2010,"Grayndler",0.703860072376357,28753,67328,0.427058578897338
2010,"Greenway",0.500948819556845,29971,79902,0.375096993817426
2010,"Grey",0.401171907237765,27338,89962,0.303883862075098
2010,"Griffith",0.575134932021589,25518,61635,0.414018009247992
2010,"Groom",0.320376052016776,16432,74299,0.221160446304795
2010,"Hasluck",0.46990011850347,20408,62575,0.326136636036756
2010,"Herbert",0.480029966067835,27428,72767,0.376929102477772
2010,"Higgins",0.443528289696336,19409,66978,0.28978171937054
2010,"Hindmarsh",0.625111915360462,39177,84722,0.462418262080687
2010,"Hinkler",0.399663595144069,22592,72639,0.311017497487576
2010,"Holt",0.612798200438051,26822,53783,0.498707770113233
2010,"Hotham",0.613822834098178,41305,82876,0.498395192818186
2010,"Hughes",0.430831085012961,26692,80202,0.332809655619561
2010,"Hume",0.422494076976949,22608,71488,0.316248880931065
2010,"Hunter",0.627421031690005,42495,83623,0.508173588606005
2010,"Indi",0.410192068979325,21320,78107,0.272958889728193
2010,"Isaacs",0.569650661789777,29743,67421,0.441153349846487
2010,"Jagajaga",0.613191004620563,37724,81682,0.461839817830122
2010,"Kennedy",0.385192323807928,15355,75876,0.202369655754125
2010,"Kingsford Smith",0.549283282309519,30871,76458,0.403764158099872
2010,"Kingston",0.62628171214068,39737,83968,0.473239805640244
2010,"Kooyong",0.435314563781717,20551,74047,0.27753994084838
2010,"La Trobe",0.486675006634065,20819,55158,0.377442981979042
2010,"Lalor",0.72611020265677,35351,57983,0.609678698928996
2010,"Leichhardt",0.455598877105427,22111,68242,0.324008675009525
2010,"Lilley",0.536277649735101,27774,70202,0.395629754138059
2010,"Lindsay",0.506936960288119,32577,80025,0.407085285848172
2010,"Lingiari",0.524982650936849,9832,27738,0.354459586127334
2010,"Longman",0.477303348359088,22538,65061,0.346413365918138
2010,"Lyne",0.389299570095418,17113,80105,0.213632107858436
2010,"Lyons",0.638087234565877,24966,51517,0.484616728458567
2010,"Macarthur",0.534394895467186,31744,78237,0.405741528944106
2010,"Mackellar",0.34529082759259,16228,79925,0.203040350328433
2010,"Macnamara",0.598135198135198,22878,59923,0.38178996378686
2010,"Macquarie",0.488530900653871,24909,80337,0.310056387467792
2010,"Makin",0.631259065680481,42941,89283,0.480953820996158
2010,"Mallee",0.290728111041737,19438,87281,0.222705972663008
2010,"Maranoa",0.287732166791864,14464,71856,0.201291471832554
2010,"Maribyrnong",0.65207635188001,34357,71279,0.482007323335064
2010,"Mayo",0.442496078985936,20704,81576,0.253800137295283
2010,"McEwen",0.572438481983041,25322,58057,0.436157569285357
2010,"McMahon",0.579385029281085,37362,83291,0.448571874512252
2010,"McPherson",0.396978659243795,19996,73544,0.271891656695312
2010,"Melbourne",0.730567404699032,21976,61265,0.358703990859381
2010,"Menzies",0.453266224316783,26216,78118,0.335594869300289
2010,"Mitchell",0.336405397645708,18998,73865,0.257198944019495
2010,"Monash",0.447025217842922,24094,72232,0.333564071325728
2010,"Moncrieff",0.327445112827873,15476,70011,0.221050977703504
2010,"Moore",0.386563965170797,19907,77954,0.255368550683737
2010,"Moreton",0.513063031410301,26161,75167,0.348038367900808
2010,"New England",0.339837518101269,8491,84652,0.1003047772055
2010,"Newcastle",0.628122904886595,38135,84051,0.453712626857503
2010,"Nicholls",0.329937754995292,20271,81282,0.249391009079501
2010,"North Sydney",0.367664437554743,16500,75541,0.218424431765531
2010,"O'Connor",0.294100805932118,13869,74085,0.187203887426605
2010,"Oxley",0.562450238853503,27381,64865,0.422122870577353
2010,"Page",0.530939442894209,35099,85785,0.409150783936586
2010,"Parkes",0.347254768564013,19093,84232,0.226671573748694
2010,"Parramatta",0.548796704722366,27842,68042,0.409188442432615
2010,"Paterson",0.577447865210542,37894,80222,0.472364189374486
2010,"Pearce",0.39785202347184,13568,48987,0.276971441402821
2010,"Perth",0.546811313444401,25055,67976,0.36858597151936
2010,"Petrie",0.518752567221713,26915,66898,0.402328918652277
2010,"Rankin",0.558528756714267,27858,66192,0.420866569978245
2010,"Reid",0.490911644017287,24811,69619,0.356382596704923
2010,"Richmond",0.561379785767314,30669,79946,0.383621444475021
2010,"Riverina",0.328076359363833,19611,87276,0.224700948714423
2010,"Robertson",0.511942696478779,29990,79856,0.375550991785213
2010,"Ryan",0.433145434047351,19350,77642,0.249220782566137
2010,"Scullin",0.746883215328291,40298,66251,0.608262516792199
2010,"Shortland",0.631210701111855,41047,81613,0.502946834450394
2010,"Solomon",0.483747018814592,16506,47791,0.345378837019522
2010,"Spence",0.68020881572854,38769,76678,0.505607866663189
2010,"Stirling",0.453283155982351,20574,65278,0.315175097276265
2010,"Sturt",0.468218580271802,30779,89093,0.345470463448307
2010,"Swan",0.469459520215807,22070,65662,0.336115256921812
2010,"Sydney",0.662047652277938,25361,64075,0.395801794771752
2010,"Tangney",0.388500250892883,18092,70233,0.257599703842923
2010,"Wannon",0.43987345607932,26119,87115,0.299822074269644
2010,"Warringah",0.366790002486216,14852,71734,0.207042685476901
2010,"Watson",0.620171574310225,33966,75074,0.452433598849136
2010,"Wentworth",0.329819156276577,12519,65366,0.191521586145703
2010,"Werriwa",0.576223326908119,30183,66886,0.451260353437192
2010,"Whitlam",0.611330494257324,38710,83255,0.464957059636058
2010,"Wide Bay",0.345646938626578,16666,72563,0.229676281300387
2010,"Wills",0.746562278893777,34904,69694,0.500817860934944
2010,"Wright",0.408807877493393,16004,58853,0.271931762187144
2013,"Adelaide",0.576400291354428,36857,85116,0.433020818647493
2013,"Aston",0.433563970310731,26486,83430,0.317463742059211
2013,"Ballarat",0.546896099902397,31172,78601,0.396585285174489
2013,"Banks",0.469377062180495,28102,78033,0.360129688721438
2013,"Barker",0.342380343210133,16700,91846,0.181826100211223
2013,"Barton",0.542348312279975,32199,83007,0.387907043984242
2013,"Bass",0.461086216771672,20448,62081,0.329376137626649
2013,"Bean",0.569934890846419,32997,81812,0.403327140272821
2013,"Bendigo",0.515940301741651,27279,78528,0.347379278728606
2013,"Bennelong",0.425375471466892,24315,79862,0.304462698154316
2013,"Berowra",0.312098882814357,13772,75911,0.181422982176496
2013,"Blair",0.549101787539061,27795,71688,0.387721794442585
2013,"Blaxland",0.633579499662823,35046,71292,0.491583908432924
2013,"Bonner",0.47879842191917,24048,67452,0.35652019213663
2013,"Boothby",0.440876572197052,29808,94352,0.315923350856368
2013,"Bowman",0.414440212405127,21672,75443,0.287263231843909
2013,"Braddon",0.472528203933575,22484,62416,0.360228146629069
2013,"Bradfield",0.28526146654981,10994,72803,0.151010260566185
2013,"Brand",0.545255498485447,25513,64631,0.394748650028624
2013,"Brisbane",0.476595469255663,24709,80370,0.307440587283812
2013,"Bruce",0.632489636535986,38025,76345,0.498067980876285
2013,"Burt",0.453087573260851,19588,62721,0.31230369413753
2013,"Calare",0.353161471152827,22616,90632,0.249536587518757
2013,"Calwell",0.660698545614808,28930,59418,0.486889494765896
2013,"Canberra",0.647792893461925,29100,68993,0.421781919904918
2013,"Canning",0.380950790655735,16213,63387,0.255777998643255
2013,"Capricornia",0.500661654982121,26776,75070,0.356680431597176
2013,"Casey",0.449684277835505,21486,78764,0.272789599309329
2013,"Chifley",0.619375253549696,33373,71919,0.464035929309362
2013,"Chisholm",0.494056714762877,27549,77232,0.356704474829086
2013,"Clark",0.598352901897502,13828,56398,0.245185999503528
2013,"Cook",0.323903740343467,17700,77562,0.228204533147675
2013,"Cooper",0.727699874118095,28581,72793,0.392633907106453
2013,"Corangamite",0.48833288823608,20360,62799,0.324208984219494
2013,"Corio",0.570097255354287,32649,80700,0.40457249070632
2013,"Cowan",0.466748644004986,21503,63136,0.340582235174861
2013,"Cowper",0.364655673677166,21482,96660,0.222242913304366
2013,"Cunningham",0.621077702447262,37950,85848,0.442060385798155
2013,"Curtin",0.312502964098835,10806,65443,0.165120792139725
2013,"Dawson",0.424532886920834,22219,78026,0.284764053007972
2013,"Deakin",0.451051328781655,23169,76977,0.300986008807826
2013,"Dickson",0.441686316541622,22610,73224,0.308778542554354
2013,"Dobell",0.508981013074042,28566,82660,0.345584321316235
2013,"Dunkley",0.476792255748606,23248,71646,0.324484269882478
2013,"Durack",0.343322443962868,12030,66329,0.181368632121696
2013,"Eden-Monaro",0.475685898598409,28272,81990,0.344822539334065
2013,"Fadden",0.348808030112923,13798,66092,0.208769593899413
2013,"Fairfax",0.379424431704743,12719,74012,0.17185051072799
2013,"Farrer",0.285530164080702,16514,86766,0.190328008666989
2013,"Fenner",0.593477838693775,29908,69810,0.428419997135081
2013,"Fisher",0.413511722978978,13047,65879,0.1980449004994
2013,"Flinders",0.398440231684884,17333,69302,0.250108221984935
2013,"Flynn",0.455946935041171,23381,69434,0.336737045251606
2013,"Forde",0.468517072478171,19765,61103,0.32347020604553
2013,"Forrest",0.361547672504116,15737,70954,0.221791583279308
2013,"Fowler",0.633557828219839,34595,70410,0.491336457889504
2013,"Franklin",0.552446762440926,21160,55353,0.382273770166025
2013,"Fraser",0.68587967851331,44708,87953,0.508316942003115
2013,"Fremantle",0.564547206165703,26971,68570,0.393335277818288
2013,"Gellibrand",0.64538424359594,27469,65937,0.416594628205712
2013,"Gilmore",0.459999023771172,28005,86650,0.323196768609348
2013,"Gippsland",0.339600560706799,18105,82839,0.218556477021693
2013,"Goldstein",0.397135902758075,16081,69316,0.231995498874719
2013,"Gorton",0.644947012747658,25738,56014,0.459492269789695
2013,"Grayndler",0.695145485825417,31750,71573,0.44360303466391
2013,"Greenway",0.540072172999758,33881,83131,0.407561559466384
2013,"Grey",0.37342849040552,23819,89804,0.265233174468843
2013,"Griffith",0.514300363717934,24681,65490,0.37686669720568
2013,"Groom",0.345059984898907,16312,74669,0.218457458918695
2013,"Hasluck",0.442579321180639,18437,66212,0.278454056666465
2013,"Herbert",0.44205238607822,21612,77186,0.279998963542611
2013,"Higgins",0.402126138731313,16616,68439,0.242785546252868
2013,"Hindmarsh",0.545888394814305,34797,84564,0.41148715765574
2013,"Hinkler",0.408024472182012,20116,77164,0.260691514177596
2013,"Holt",0.558729005901044,24754,58555,0.422747843907437
2013,"Hotham",0.544773556830177,34622,82805,0.41811484813719
2013,"Hughes",0.376739616874966,21452,78282,0.274034899466033
2013,"Hume",0.357518202817891,18767,79536,0.235956045061356
2013,"Hunter",0.555044449679491,36094,86544,0.417059530412276
2013,"Indi",0.411055875919666,8732,79709,0.109548482605477
2013,"Isaacs",0.49714648065948,25120,69424,0.36183452408389
2013,"Jagajaga",0.527963432434509,29861,81655,0.365697140407813
2013,"Kennedy",0.333894873936494,12255,74893,0.163633450389222
2013,"Kingsford Smith",0.530001283019944,30169,77248,0.390547328086164
2013,"Kingston",0.574206116307239,38009,84269,0.451043681543628
2013,"Kooyong",0.403137165101901,16519,72406,0.228144076457752
2013,"La Trobe",0.418962967941394,18109,62658,0.289013374190048
2013,"Lalor",0.630312374312911,27662,64140,0.431275335204241
2013,"Leichhardt",0.440194191010295,22955,75997,0.302051396765662
2013,"Lilley",0.506992262369561,27973,73914,0.378453337662689
2013,"Lindsay",0.469253676758705,29980,83510,0.358998922284756
2013,"Lingiari",0.46816595579682,9102,27488,0.331126309662398
2013,"Longman",0.432003148366785,19579,67079,0.291879723907631
2013,"Lyne",0.361623808902232,18179,81375,0.223397849462366
2013,"Lyons",0.499898662342927,19010,51870,0.36649315596684
2013,"Macarthur",0.472275013974287,27965,79426,0.35208873668572
2013,"Mackellar",0.314083427997781,13253,80625,0.164378294573643
2013,"Macnamara",0.561483409238777,17563,55931,0.31401190752892
2013,"Macquarie",0.457677500458319,23980,81063,0.295819301037465
2013,"Makin",0.560327365014319,39967,90624,0.441020038841808
2013,"Mallee",0.277475582632241,15880,88832,0.178764409221902
2013,"Maranoa",0.292038834951456,11972,73025,0.163943854844231
2013,"Maribyrnong",0.595500043773893,27837,72608,0.383387505509035
2013,"Mayo",0.393208698023853,18678,84024,0.222293630391317
2013,"McEwen",0.484440444459829,20227,60432,0.334706777866031
2013,"McMahon",0.575972811403562,42836,94305,0.454228301786756
2013,"McPherson",0.364960294196024,16743,79317,0.211089678127009
2013,"Melbourne",0.70018118821323,16992,66645,0.254962862930452
2013,"Menzies",0.392582548360573,19695,72524,0.271565274943467
2013,"Mitchell",0.283286590597667,16388,83472,0.196329308031436
2013,"Monash",0.376161193248724,16839,73306,0.229708345837994
2013,"Moncrieff",0.33041729814084,14087,70945,0.198562266544506
2013,"Moore",0.373038838302052,19325,78834,0.24513534769262
2013,"Moreton",0.521312243016637,26945,72700,0.370632737276479
2013,"New England",0.300774832650859,10686,87008,0.122816292754689
2013,"Newcastle",0.598294429033469,36867,88302,0.417510362166202
2013,"Nicholls",0.304040568867913,17562,85070,0.206441753849771
2013,"North Sydney",0.34709912712353,15148,78868,0.192067758786834
2013,"O'Connor",0.350087793179255,13917,74669,0.18638256840188
2013,"Oxley",0.539814529095545,26921,66436,0.405217050996448
2013,"Page",0.472582701062216,29874,86762,0.344321246628708
2013,"Parkes",0.308713514061826,18372,84864,0.216487556561086
2013,"Parramatta",0.520190814288884,27393,71017,0.385724544827295
2013,"Paterson",0.508637682578939,33193,87286,0.380278624292555
2013,"Pearce",0.404701530952699,13738,55892,0.245795462678022
2013,"Perth",0.536834655518615,24159,64126,0.37674266288245
2013,"Petrie",0.49164660176965,26556,71573,0.371033769717631
2013,"Rankin",0.551008778684737,27682,69728,0.396999770536944
2013,"Reid",0.454759177768401,24682,72749,0.339276141252801
2013,"Richmond",0.512859733307018,27895,85423,0.326551397164698
2013,"Riverina",0.308822122284949,18280,89599,0.204020134153283
2013,"Robertson",0.470467954311614,26979,81799,0.329820657954254
2013,"Ryan",0.415724232589394,17903,72371,0.247378093435216
2013,"Scullin",0.679795531524813,35388,69510,0.509106603366422
2013,"Shortland",0.574535761197105,37414,83131,0.450060747494918
2013,"Solomon",0.487954409858662,17554,51429,0.341324933403333
2013,"Spence",0.605387763837243,36060,79929,0.451150395976429
2013,"Stirling",0.414849125331654,20483,70955,0.288675921358608
2013,"Sturt",0.405703107716312,25745,89969,0.286154119752359
2013,"Swan",0.431587009803922,20084,69316,0.289745513301402
2013,"Sydney",0.626471528258669,31935,80781,0.39532810933264
2013,"Tangney",0.367522139887945,16669,69475,0.239928031666067
2013,"Wannon",0.392642415591014,24060,86560,0.277957486136784
2013,"Warringah",0.345489882245341,13322,74050,0.179905469277515
