"date","pollster","party","poll"
2007-11-08,"Morgan Phone","alp",44.5
2007-11-08,"Morgan Phone","grn",10.5
2007-11-08,"Morgan Phone","oth",6
2007-11-10,"Newspoll","tpp",55
2007-11-10,"Newspoll","lnp",40
2007-11-10,"Newspoll","alp",48
2007-11-10,"Newspoll","grn",6
2007-11-10,"Newspoll","oth",6
2007-11-11,"F2F Morgan","tpp",56.5
2007-11-11,"F2F Morgan","lnp",39
2007-11-11,"F2F Morgan","alp",48
2007-11-11,"F2F Morgan","grn",7
2007-11-11,"F2F Morgan","oth",6
2007-11-13,"Nielsen","tpp",54
2007-11-13,"Nielsen","lnp",43
2007-11-13,"Nielsen","alp",47
2007-11-16,"Morgan Phone","tpp",55.5
2007-11-16,"Morgan Phone","lnp",40
2007-11-16,"Morgan Phone","alp",46.5
2007-11-16,"Morgan Phone","grn",8
2007-11-16,"Morgan Phone","oth",5.5
2007-11-17,"Newspoll","tpp",54
2007-11-17,"Newspoll","lnp",41
2007-11-17,"Newspoll","alp",46
2007-11-17,"Newspoll","grn",7
2007-11-17,"Newspoll","oth",6
2007-11-20,"Galaxy","tpp",52
2007-11-20,"Galaxy","lnp",42.5
2007-11-20,"Galaxy","alp",42.5
2007-11-20,"Nielsen","tpp",57
2007-11-20,"Nielsen","lnp",40
2007-11-20,"Nielsen","alp",48
2007-11-21,"Newspoll","tpp",52
2007-11-21,"Newspoll","lnp",43
2007-11-21,"Newspoll","alp",44
2007-11-21,"Newspoll","grn",7
2007-11-21,"Newspoll","oth",6
2007-11-22,"Morgan Phone","tpp",54.5
2007-11-22,"Morgan Phone","lnp",40.5
2007-11-22,"Morgan Phone","alp",44.5
2007-11-22,"Morgan Phone","grn",9
2007-11-22,"Morgan Phone","oth",6
2007-11-23,"Morgan Phone","tpp",53.5
2007-11-23,"Morgan Phone","lnp",41.5
2007-11-23,"Morgan Phone","alp",43.5
2007-11-23,"Morgan Phone","grn",8.5
2007-11-23,"Morgan Phone","oth",6.5
2007-12-05,"F2F Morgan","tpp",60.5
2007-12-05,"F2F Morgan","lnp",34
2007-12-05,"F2F Morgan","alp",49.5
2007-12-05,"F2F Morgan","grn",10.5
2007-12-05,"F2F Morgan","oth",6
2007-12-06,"Morgan Phone","tpp",58.5
2007-12-06,"Morgan Phone","lnp",36.5
2007-12-06,"Morgan Phone","alp",49
2007-12-06,"Morgan Phone","grn",7
2007-12-06,"Morgan Phone","oth",8.5
2008-01-09,"F2F Morgan","tpp",61.5
2008-01-09,"F2F Morgan","lnp",33
2008-01-09,"F2F Morgan","alp",51.5
2008-01-09,"F2F Morgan","grn",8
2008-01-09,"F2F Morgan","oth",7.5
2008-01-19,"Newspoll","tpp",58
2008-01-19,"Newspoll","lnp",35
2008-01-19,"Newspoll","alp",46
2008-01-19,"Newspoll","grn",12
2008-01-19,"Newspoll","oth",7
2008-01-23,"F2F Morgan","tpp",59
2008-01-23,"F2F Morgan","lnp",36
2008-01-23,"F2F Morgan","alp",49
2008-01-23,"F2F Morgan","grn",8.5
2008-01-23,"F2F Morgan","oth",6.5
2008-01-24,"Morgan Phone","tpp",63
2008-01-24,"Morgan Phone","lnp",32
2008-01-24,"Morgan Phone","alp",53
2008-01-24,"Morgan Phone","grn",10
2008-01-24,"Morgan Phone","oth",5
2008-01-31,"Morgan Phone","tpp",60
2008-01-31,"Morgan Phone","lnp",34.5
2008-01-31,"Morgan Phone","alp",50
2008-01-31,"Morgan Phone","grn",8
2008-01-31,"Morgan Phone","oth",7.5
2008-02-06,"F2F Morgan","tpp",62.5
2008-02-06,"F2F Morgan","lnp",33
2008-02-06,"F2F Morgan","alp",54
2008-02-06,"F2F Morgan","grn",7.5
2008-02-06,"F2F Morgan","oth",5.5
2008-02-16,"Newspoll","tpp",57
2008-02-16,"Newspoll","lnp",36
2008-02-16,"Newspoll","alp",46
2008-02-16,"Newspoll","grn",10
2008-02-16,"Newspoll","oth",8
2008-02-20,"F2F Morgan","tpp",64.5
2008-02-20,"F2F Morgan","lnp",31.5
2008-02-20,"F2F Morgan","alp",56.5
2008-02-20,"F2F Morgan","grn",6.5
2008-02-20,"F2F Morgan","oth",5.5
2008-03-01,"Newspoll","tpp",63
2008-03-01,"Newspoll","lnp",31
2008-03-01,"Newspoll","alp",51
2008-03-01,"Newspoll","grn",10
2008-03-01,"Newspoll","oth",8
2008-03-05,"F2F Morgan","tpp",65
2008-03-05,"F2F Morgan","lnp",30.5
2008-03-05,"F2F Morgan","alp",55.5
2008-03-05,"F2F Morgan","grn",9
2008-03-05,"F2F Morgan","oth",5
2008-03-12,"Morgan Phone","tpp",61
2008-03-12,"Morgan Phone","lnp",31.5
2008-03-12,"Morgan Phone","alp",53.5
2008-03-12,"Morgan Phone","grn",5.5
2008-03-12,"Morgan Phone","oth",7
2008-03-15,"Newspoll","tpp",59
2008-03-15,"Newspoll","lnp",35
2008-03-15,"Newspoll","alp",47
2008-03-15,"Newspoll","grn",11
2008-03-15,"Newspoll","oth",7
2008-03-19,"F2F Morgan","tpp",63.5
2008-03-19,"F2F Morgan","lnp",31
2008-03-19,"F2F Morgan","alp",55
2008-03-19,"F2F Morgan","grn",7
2008-03-19,"F2F Morgan","oth",7
2008-03-30,"Morgan Phone","tpp",60.5
2008-03-30,"Morgan Phone","lnp",32
2008-03-30,"Morgan Phone","alp",51
2008-03-30,"Morgan Phone","grn",7.5
2008-03-30,"Morgan Phone","oth",7.5
2008-04-05,"Newspoll","tpp",59
2008-04-05,"Newspoll","lnp",35
2008-04-05,"Newspoll","alp",48
2008-04-05,"Newspoll","grn",10
2008-04-05,"Newspoll","oth",7
2008-04-10,"Morgan Phone","tpp",63.5
2008-04-10,"Morgan Phone","lnp",32
2008-04-10,"Morgan Phone","alp",54
2008-04-10,"Morgan Phone","grn",8.5
2008-04-10,"Morgan Phone","oth",5.5
2008-04-13,"F2F Morgan","tpp",62
2008-04-13,"F2F Morgan","lnp",33.5
2008-04-13,"F2F Morgan","alp",54
2008-04-13,"F2F Morgan","grn",6.5
2008-04-13,"F2F Morgan","oth",6
2008-04-17,"Morgan Phone","tpp",62.5
2008-04-17,"Morgan Phone","lnp",33
2008-04-17,"Morgan Phone","alp",55
2008-04-17,"Morgan Phone","grn",6
2008-04-17,"Morgan Phone","oth",6
2008-04-19,"Newspoll","tpp",61
2008-04-19,"Newspoll","lnp",34
2008-04-19,"Newspoll","alp",51
2008-04-19,"Newspoll","grn",9
2008-04-19,"Newspoll","oth",6
2008-04-23,"F2F Morgan","tpp",61.5
2008-04-23,"F2F Morgan","lnp",33.5
2008-04-23,"F2F Morgan","alp",54.5
2008-04-23,"F2F Morgan","grn",5.5
2008-04-23,"F2F Morgan","oth",6.5
2008-05-03,"Newspoll","tpp",57
2008-05-03,"Newspoll","lnp",37
2008-05-03,"Newspoll","alp",47
2008-05-03,"Newspoll","grn",9
2008-05-03,"Newspoll","oth",7
2008-05-04,"F2F Morgan","tpp",62
2008-05-04,"F2F Morgan","lnp",32.5
2008-05-04,"F2F Morgan","alp",52.5
2008-05-04,"F2F Morgan","grn",8
2008-05-04,"F2F Morgan","oth",7
2008-05-09,"Morgan Phone","tpp",58
2008-05-09,"Morgan Phone","lnp",37
2008-05-09,"Morgan Phone","alp",47
2008-05-09,"Morgan Phone","grn",9
2008-05-09,"Morgan Phone","oth",7
2008-05-16,"Nielsen","tpp",57
2008-05-16,"Nielsen","lnp",38
2008-05-16,"Nielsen","alp",46
2008-05-16,"Nielsen","grn",8
2008-05-16,"Nielsen","oth",7
2008-05-17,"Newspoll","tpp",57
2008-05-17,"Newspoll","lnp",37
2008-05-17,"Newspoll","alp",47
2008-05-17,"Newspoll","grn",9
2008-05-17,"Newspoll","oth",7
2008-05-18,"F2F Morgan","tpp",60.5
2008-05-18,"F2F Morgan","lnp",35
2008-05-18,"F2F Morgan","alp",51.5
2008-05-18,"F2F Morgan","grn",5.5
2008-05-18,"F2F Morgan","oth",7.5
2008-05-25,"F2F Morgan","tpp",61
2008-05-25,"F2F Morgan","lnp",34
2008-05-25,"F2F Morgan","alp",53
2008-05-25,"F2F Morgan","grn",5.5
2008-05-25,"F2F Morgan","oth",7.5
2008-05-31,"Newspoll","tpp",57
2008-05-31,"Newspoll","lnp",37
2008-05-31,"Newspoll","alp",46
2008-05-31,"Newspoll","grn",10
2008-05-31,"Newspoll","oth",7
2008-06-01,"F2F Morgan","tpp",63
2008-06-01,"F2F Morgan","lnp",31.5
2008-06-01,"F2F Morgan","alp",52.5
2008-06-01,"F2F Morgan","grn",9
2008-06-01,"F2F Morgan","oth",7
2008-06-07,"Morgan Phone","tpp",56
2008-06-07,"Morgan Phone","lnp",38.5
2008-06-07,"Morgan Phone","alp",45.5
2008-06-07,"Morgan Phone","grn",8.5
2008-06-07,"Morgan Phone","oth",7.5
2008-06-08,"F2F Morgan","tpp",58.5
2008-06-08,"F2F Morgan","lnp",33
2008-06-08,"F2F Morgan","alp",48.5
2008-06-08,"F2F Morgan","grn",8.5
2008-06-08,"F2F Morgan","oth",7
2008-06-13,"Nielsen","tpp",55
2008-06-13,"Nielsen","lnp",34
2008-06-13,"Nielsen","alp",44
2008-06-13,"Nielsen","grn",10
2008-06-13,"Nielsen","oth",8
2008-06-14,"Newspoll","tpp",59
2008-06-14,"Newspoll","lnp",33
2008-06-14,"Newspoll","alp",46
2008-06-14,"Newspoll","grn",12
2008-06-14,"Newspoll","oth",9
2008-06-16,"Essential","tpp",59
2008-06-16,"Essential","lnp",34
2008-06-16,"Essential","alp",49
2008-06-16,"Essential","grn",8
2008-06-16,"Essential","oth",10
2008-06-18,"F2F Morgan","tpp",61
2008-06-18,"F2F Morgan","lnp",34
2008-06-18,"F2F Morgan","alp",52
2008-06-18,"F2F Morgan","grn",8
2008-06-18,"F2F Morgan","oth",6
2008-06-28,"Newspoll","tpp",55
2008-06-28,"Newspoll","lnp",39
2008-06-28,"Newspoll","alp",44
2008-06-28,"Newspoll","grn",10
2008-06-28,"Newspoll","oth",7
2008-07-02,"F2F Morgan","tpp",59
2008-07-02,"F2F Morgan","lnp",35
2008-07-02,"F2F Morgan","alp",48.5
2008-07-02,"F2F Morgan","grn",8
2008-07-02,"F2F Morgan","oth",8.5
2008-07-17,"Essential","tpp",59
2008-07-17,"Essential","lnp",34
2008-07-17,"Essential","alp",48
2008-07-17,"Essential","grn",8
2008-07-17,"Essential","oth",11
2008-07-12,"Newspoll","tpp",55
2008-07-12,"Newspoll","lnp",38
2008-07-12,"Newspoll","alp",43
2008-07-12,"Newspoll","grn",11
2008-07-12,"Newspoll","oth",8
2008-07-13,"F2F Morgan","tpp",60
2008-07-13,"F2F Morgan","lnp",34.5
2008-07-13,"F2F Morgan","alp",48
2008-07-13,"F2F Morgan","grn",11.5
2008-07-13,"F2F Morgan","oth",6
2008-07-18,"Nielsen","tpp",54
2008-07-18,"Nielsen","lnp",40
2008-07-18,"Nielsen","alp",43
2008-07-18,"Nielsen","grn",10
2008-07-18,"Nielsen","oth",7
2008-07-20,"F2F Morgan","tpp",55
2008-07-20,"F2F Morgan","lnp",39.5
2008-07-20,"F2F Morgan","alp",45.5
2008-07-20,"F2F Morgan","grn",7.5
2008-07-20,"F2F Morgan","oth",7.5
2008-07-26,"Newspoll","tpp",57
2008-07-26,"Newspoll","lnp",37
2008-07-26,"Newspoll","alp",47
2008-07-26,"Newspoll","grn",10
2008-07-26,"Newspoll","oth",6
2008-07-28,"Essential","tpp",58
2008-07-28,"Essential","lnp",36
2008-07-28,"Essential","alp",47
2008-07-28,"Essential","grn",9
2008-07-28,"Essential","oth",9
2008-07-30,"F2F Morgan","tpp",55
2008-07-30,"F2F Morgan","lnp",39.5
2008-07-30,"F2F Morgan","alp",45.5
2008-07-30,"F2F Morgan","grn",8
2008-07-30,"F2F Morgan","oth",7
2008-08-09,"Newspoll","tpp",57
2008-08-09,"Newspoll","lnp",38
2008-08-09,"Newspoll","alp",47
2008-08-09,"Newspoll","grn",9
2008-08-09,"Newspoll","oth",6
2008-08-13,"F2F Morgan","tpp",57
2008-08-13,"F2F Morgan","lnp",37.5
2008-08-13,"F2F Morgan","alp",47
2008-08-13,"F2F Morgan","grn",8.5
2008-08-13,"F2F Morgan","oth",7
2008-08-13,"Essential","tpp",58
2008-08-13,"Essential","lnp",35
2008-08-13,"Essential","alp",45
2008-08-13,"Essential","grn",10
2008-08-13,"Essential","oth",9
2008-08-15,"Nielsen","tpp",55
2008-08-15,"Nielsen","lnp",39
2008-08-15,"Nielsen","alp",43
2008-08-15,"Nielsen","grn",9
2008-08-15,"Nielsen","oth",9
2008-08-23,"Newspoll","tpp",56
2008-08-23,"Newspoll","lnp",38
2008-08-23,"Newspoll","alp",45
2008-08-23,"Newspoll","grn",8
2008-08-23,"Newspoll","oth",9
2008-08-24,"Essential","tpp",59
2008-08-24,"Essential","lnp",34
2008-08-24,"Essential","alp",48
2008-08-24,"Essential","grn",7
2008-08-24,"Essential","oth",11
2008-08-27,"F2F Morgan","tpp",58
2008-08-27,"F2F Morgan","lnp",37
2008-08-27,"F2F Morgan","alp",50
2008-08-27,"F2F Morgan","grn",6.5
2008-08-27,"F2F Morgan","oth",6.5
2008-09-06,"Newspoll","tpp",56
2008-09-06,"Newspoll","lnp",37
2008-09-06,"Newspoll","alp",44
2008-09-06,"Newspoll","grn",11
2008-09-06,"Newspoll","oth",8
2008-09-07,"Essential","tpp",58
2008-09-07,"Essential","lnp",33
2008-09-07,"Essential","alp",45
2008-09-07,"Essential","grn",10
2008-09-07,"Essential","oth",11
2008-09-10,"F2F Morgan","tpp",55.5
2008-09-10,"F2F Morgan","lnp",38
2008-09-10,"F2F Morgan","alp",45
2008-09-10,"F2F Morgan","grn",8
2008-09-10,"F2F Morgan","oth",9
2008-09-19,"Nielsen","tpp",51
2008-09-19,"Nielsen","lnp",42
2008-09-19,"Nielsen","alp",41
2008-09-19,"Nielsen","grn",9
2008-09-19,"Nielsen","oth",7
2008-09-20,"Newspoll","tpp",55
2008-09-20,"Newspoll","lnp",38
2008-09-20,"Newspoll","alp",42
2008-09-20,"Newspoll","grn",10
2008-09-20,"Newspoll","oth",10
2008-09-21,"Essential","tpp",58
2008-09-21,"Essential","lnp",35
2008-09-21,"Essential","alp",47
2008-09-21,"Essential","grn",9
2008-09-21,"Essential","oth",8
2008-09-24,"F2F Morgan","tpp",57.5
2008-09-24,"F2F Morgan","lnp",36.5
2008-09-24,"F2F Morgan","alp",46.5
2008-09-24,"F2F Morgan","grn",10
2008-09-24,"F2F Morgan","oth",7
2008-09-25,"Morgan Phone","tpp",57
2008-09-25,"Morgan Phone","lnp",34.5
2008-09-25,"Morgan Phone","alp",46.5
2008-09-25,"Morgan Phone","grn",8
2008-09-25,"Morgan Phone","oth",11
2008-10-08,"F2F Morgan","tpp",57.5
2008-10-08,"F2F Morgan","lnp",36
2008-10-08,"F2F Morgan","alp",46
2008-10-08,"F2F Morgan","grn",9.5
2008-10-08,"F2F Morgan","oth",8.5
2008-10-11,"Newspoll","tpp",55
2008-10-11,"Newspoll","lnp",38
2008-10-11,"Newspoll","alp",41
2008-10-11,"Newspoll","grn",13
2008-10-11,"Newspoll","oth",8
2008-10-12,"Essential","tpp",59
2008-10-12,"Essential","lnp",34
2008-10-12,"Essential","alp",47
2008-10-12,"Essential","grn",10
2008-10-12,"Essential","oth",8
2008-10-16,"Morgan Phone","tpp",57.5
2008-10-16,"Morgan Phone","lnp",38
2008-10-16,"Morgan Phone","alp",48
2008-10-16,"Morgan Phone","grn",8
2008-10-16,"Morgan Phone","oth",6
2008-10-17,"Nielsen","tpp",56
2008-10-17,"Nielsen","lnp",39
2008-10-17,"Nielsen","alp",46
2008-10-17,"Nielsen","grn",9
2008-10-17,"Nielsen","oth",7
2008-10-22,"F2F Morgan","tpp",56.5
2008-10-22,"F2F Morgan","lnp",37.5
2008-10-22,"F2F Morgan","alp",46.5
2008-10-22,"F2F Morgan","grn",8.5
2008-10-22,"F2F Morgan","oth",7.5
2008-10-25,"Newspoll","tpp",54
2008-10-25,"Newspoll","lnp",39
2008-10-25,"Newspoll","alp",44
2008-10-25,"Newspoll","grn",9
2008-10-25,"Newspoll","oth",8
2008-10-26,"Essential","tpp",61
2008-10-26,"Essential","lnp",33
2008-10-26,"Essential","alp",51
2008-10-26,"Essential","grn",8
2008-10-26,"Essential","oth",8
2008-11-05,"F2F Morgan","tpp",58.5
2008-11-05,"F2F Morgan","lnp",36
2008-11-05,"F2F Morgan","alp",49
2008-11-05,"F2F Morgan","grn",8.5
2008-11-05,"F2F Morgan","oth",6.5
2008-11-08,"Newspoll","tpp",55
2008-11-08,"Newspoll","lnp",38
2008-11-08,"Newspoll","alp",44
2008-11-08,"Newspoll","grn",9
2008-11-08,"Newspoll","oth",9
2008-11-09,"Essential","tpp",55
2008-11-09,"Essential","lnp",39
2008-11-09,"Essential","alp",44
2008-11-09,"Essential","grn",9
2008-11-09,"Essential","oth",9
2008-11-14,"Nielsen","tpp",55
2008-11-14,"Nielsen","lnp",39
2008-11-14,"Nielsen","alp",45
2008-11-14,"Nielsen","grn",10
2008-11-14,"Nielsen","oth",6
2008-11-15,"Galaxy","tpp",55
2008-11-15,"Galaxy","lnp",40
2008-11-15,"Galaxy","alp",43
2008-11-15,"Galaxy","grn",11
2008-11-15,"Galaxy","oth",6
2008-11-19,"F2F Morgan","tpp",59.5
2008-11-19,"F2F Morgan","lnp",35.5
2008-11-19,"F2F Morgan","alp",50.5
2008-11-19,"F2F Morgan","grn",7.5
2008-11-19,"F2F Morgan","oth",6.5
2008-11-22,"Newspoll","tpp",55
2008-11-22,"Newspoll","lnp",38
2008-11-22,"Newspoll","alp",42
2008-11-22,"Newspoll","grn",11
2008-11-22,"Newspoll","oth",9
2008-11-23,"Essential","tpp",58
2008-11-23,"Essential","lnp",35
2008-11-23,"Essential","alp",48
2008-11-23,"Essential","grn",8
2008-11-23,"Essential","oth",9
2008-12-03,"F2F Morgan","tpp",59.5
2008-12-03,"F2F Morgan","lnp",34.5
2008-12-03,"F2F Morgan","alp",48.5
2008-12-03,"F2F Morgan","grn",10.5
2008-12-03,"F2F Morgan","oth",6.5
2008-12-06,"Newspoll","tpp",59
2008-12-06,"Newspoll","lnp",35
2008-12-06,"Newspoll","alp",48
2008-12-06,"Newspoll","grn",10
2008-12-06,"Newspoll","oth",7
2008-12-07,"Essential","tpp",58
2008-12-07,"Essential","lnp",36
2008-12-07,"Essential","alp",48
2008-12-07,"Essential","grn",8
2008-12-07,"Essential","oth",8
2008-12-17,"F2F Morgan","tpp",60
2008-12-17,"F2F Morgan","lnp",35.5
2008-12-17,"F2F Morgan","alp",52.5
2008-12-17,"F2F Morgan","grn",6
2008-12-17,"F2F Morgan","oth",6
2009-01-07,"F2F Morgan","tpp",60
2009-01-07,"F2F Morgan","lnp",35
2009-01-07,"F2F Morgan","alp",51.5
2009-01-07,"F2F Morgan","grn",8
2009-01-07,"F2F Morgan","oth",5.5
2009-01-11,"Essential","tpp",59
2009-01-11,"Essential","lnp",35
2009-01-11,"Essential","alp",50
2009-01-11,"Essential","grn",8
2009-01-11,"Essential","oth",8
2009-01-17,"Newspoll","tpp",54
2009-01-17,"Newspoll","lnp",39
2009-01-17,"Newspoll","alp",43
2009-01-17,"Newspoll","grn",10
2009-01-17,"Newspoll","oth",8
2009-01-21,"F2F Morgan","tpp",59.5
2009-01-21,"F2F Morgan","lnp",36
2009-01-21,"F2F Morgan","alp",50.5
2009-01-21,"F2F Morgan","grn",7.5
2009-01-21,"F2F Morgan","oth",6
2009-01-25,"Essential","tpp",61
2009-01-25,"Essential","lnp",34
2009-01-25,"Essential","alp",50
2009-01-25,"Essential","grn",8
2009-01-25,"Essential","oth",9
2009-02-01,"F2F Morgan","tpp",56
2009-02-01,"F2F Morgan","lnp",38
2009-02-01,"F2F Morgan","alp",46.5
2009-02-01,"F2F Morgan","grn",8
2009-02-01,"F2F Morgan","oth",7.5
2009-02-07,"Newspoll","tpp",58
2009-02-07,"Newspoll","lnp",36
2009-02-07,"Newspoll","alp",48
2009-02-07,"Newspoll","grn",8
2009-02-07,"Newspoll","oth",8
2009-02-08,"F2F Morgan","tpp",60
2009-02-08,"F2F Morgan","lnp",35.5
2009-02-08,"F2F Morgan","alp",51.5
2009-02-08,"F2F Morgan","grn",8
2009-02-08,"F2F Morgan","oth",5
2009-02-08,"Essential","tpp",61
2009-02-08,"Essential","lnp",34
2009-02-08,"Essential","alp",51
2009-02-08,"Essential","grn",8
2009-02-08,"Essential","oth",6
2009-02-15,"F2F Morgan","tpp",59.5
2009-02-15,"F2F Morgan","lnp",36.5
2009-02-15,"F2F Morgan","alp",49
2009-02-15,"F2F Morgan","grn",7.5
2009-02-15,"F2F Morgan","oth",7
2009-02-21,"Newspoll","tpp",58
2009-02-21,"Newspoll","lnp",36
2009-02-21,"Newspoll","alp",47
2009-02-21,"Newspoll","grn",9
2009-02-21,"Newspoll","oth",8
2009-02-22,"Essential","tpp",62
2009-02-22,"Essential","lnp",32
2009-02-22,"Essential","alp",52
2009-02-22,"Essential","grn",9
2009-02-22,"Essential","oth",7
2009-02-25,"F2F Morgan","tpp",61.5
2009-02-25,"F2F Morgan","lnp",33
2009-02-25,"F2F Morgan","alp",51.5
2009-02-25,"F2F Morgan","grn",8.5
2009-02-25,"F2F Morgan","oth",7
2009-03-07,"Newspoll","tpp",56
2009-03-07,"Newspoll","lnp",36
2009-03-07,"Newspoll","alp",44
2009-03-07,"Newspoll","grn",10
2009-03-07,"Newspoll","oth",10
2009-03-08,"F2F Morgan","tpp",60.5
2009-03-08,"F2F Morgan","lnp",34.5
2009-03-08,"F2F Morgan","alp",50.5
2009-03-08,"F2F Morgan","grn",8
2009-03-08,"F2F Morgan","oth",7
2009-03-08,"Essential","tpp",58
2009-03-08,"Essential","lnp",35
2009-03-08,"Essential","alp",49
2009-03-08,"Essential","grn",6
2009-03-08,"Essential","oth",10
2009-03-15,"F2F Morgan","tpp",57
2009-03-15,"F2F Morgan","lnp",39
2009-03-15,"F2F Morgan","alp",48.5
2009-03-15,"F2F Morgan","grn",6
2009-03-15,"F2F Morgan","oth",6.5
2009-03-21,"Newspoll","tpp",56
2009-03-21,"Newspoll","lnp",37
2009-03-21,"Newspoll","alp",45
2009-03-21,"Newspoll","grn",8
2009-03-21,"Newspoll","oth",10
2009-03-22,"Essential","tpp",63
2009-03-22,"Essential","lnp",31
2009-03-22,"Essential","alp",53
2009-03-22,"Essential","grn",9
2009-03-22,"Essential","oth",7
2009-03-25,"F2F Morgan","tpp",61
2009-03-25,"F2F Morgan","lnp",33.5
2009-03-25,"F2F Morgan","alp",53
2009-03-25,"F2F Morgan","grn",8
2009-03-25,"F2F Morgan","oth",5.5
2009-03-27,"Nielsen","tpp",58
2009-03-27,"Nielsen","lnp",37
2009-03-27,"Nielsen","alp",47
2009-03-27,"Nielsen","grn",10
2009-03-27,"Nielsen","oth",6
2009-04-04,"Newspoll","tpp",58
2009-04-04,"Newspoll","lnp",36
2009-04-04,"Newspoll","alp",47
2009-04-04,"Newspoll","grn",9
2009-04-04,"Newspoll","oth",8
2009-04-06,"Essential","tpp",61
2009-04-06,"Essential","lnp",34
2009-04-06,"Essential","alp",51
2009-04-06,"Essential","grn",8
2009-04-06,"Essential","oth",8
2009-04-08,"F2F Morgan","tpp",61
2009-04-08,"F2F Morgan","lnp",33.5
2009-04-08,"F2F Morgan","alp",51.5
2009-04-08,"F2F Morgan","grn",8
2009-04-08,"F2F Morgan","oth",7
2009-04-18,"Newspoll","tpp",58
2009-04-18,"Newspoll","lnp",37
2009-04-18,"Newspoll","alp",47
2009-04-18,"Newspoll","grn",9
2009-04-18,"Newspoll","oth",7
2009-04-19,"Essential","tpp",58
2009-04-19,"Essential","lnp",36
2009-04-19,"Essential","alp",48
2009-04-19,"Essential","grn",8
2009-04-19,"Essential","oth",8
2009-04-22,"F2F Morgan","tpp",59
2009-04-22,"F2F Morgan","lnp",36.5
2009-04-22,"F2F Morgan","alp",50
2009-04-22,"F2F Morgan","grn",8.5
2009-04-22,"F2F Morgan","oth",5
2009-05-02,"Newspoll","tpp",55
2009-05-02,"Newspoll","lnp",38
2009-05-02,"Newspoll","alp",42
2009-05-02,"Newspoll","grn",11
2009-05-02,"Newspoll","oth",9
2009-05-03,"Essential","tpp",61
2009-05-03,"Essential","lnp",33
2009-05-03,"Essential","alp",50
2009-05-03,"Essential","grn",8
2009-05-03,"Essential","oth",9
2009-05-06,"F2F Morgan","tpp",60
2009-05-06,"F2F Morgan","lnp",34
2009-05-06,"F2F Morgan","alp",50
2009-05-06,"F2F Morgan","grn",9
2009-05-06,"F2F Morgan","oth",7
2009-05-15,"Nielsen","tpp",53
2009-05-15,"Nielsen","lnp",43
2009-05-15,"Nielsen","alp",44
2009-05-15,"Nielsen","grn",8
2009-05-15,"Nielsen","oth",5
2009-05-16,"Newspoll","tpp",56
2009-05-16,"Newspoll","lnp",37
2009-05-16,"Newspoll","alp",46
2009-05-16,"Newspoll","grn",9
2009-05-16,"Newspoll","oth",8
2009-05-17,"F2F Morgan","tpp",58
2009-05-17,"F2F Morgan","lnp",37.5
2009-05-17,"F2F Morgan","alp",49.5
2009-05-17,"F2F Morgan","grn",8
2009-05-17,"F2F Morgan","oth",5
2009-05-17,"Essential","tpp",59
2009-05-17,"Essential","lnp",35
2009-05-17,"Essential","alp",49
2009-05-17,"Essential","grn",8
2009-05-17,"Essential","oth",8
2009-05-21,"Morgan Phone","tpp",54.5
2009-05-21,"Morgan Phone","lnp",40.5
2009-05-21,"Morgan Phone","alp",45
2009-05-21,"Morgan Phone","grn",7.5
2009-05-21,"Morgan Phone","oth",7
2009-05-27,"F2F Morgan","tpp",58
2009-05-27,"F2F Morgan","lnp",36
2009-05-27,"F2F Morgan","alp",49
2009-05-27,"F2F Morgan","grn",8
2009-05-27,"F2F Morgan","oth",7
2009-05-30,"Newspoll","tpp",55
2009-05-30,"Newspoll","lnp",38
2009-05-30,"Newspoll","alp",43
2009-05-30,"Newspoll","grn",10
2009-05-30,"Newspoll","oth",9
2009-05-30,"Galaxy","tpp",55
2009-05-30,"Galaxy","lnp",40
2009-05-30,"Galaxy","alp",43
2009-05-30,"Galaxy","grn",11
2009-05-30,"Galaxy","oth",6
2009-06-01,"Essential","tpp",56
2009-06-01,"Essential","lnp",39
2009-06-01,"Essential","alp",47
2009-06-01,"Essential","grn",7
2009-06-01,"Essential","oth",7
2009-06-04,"Morgan Phone","tpp",54.5
2009-06-04,"Morgan Phone","lnp",39.5
2009-06-04,"Morgan Phone","alp",43.5
2009-06-04,"Morgan Phone","grn",9
2009-06-04,"Morgan Phone","oth",8
2009-06-10,"F2F Morgan","tpp",57
2009-06-10,"F2F Morgan","lnp",38
2009-06-10,"F2F Morgan","alp",48.5
2009-06-10,"F2F Morgan","grn",7
2009-06-10,"F2F Morgan","oth",6.5
2009-06-11,"Morgan Phone","tpp",57.5
2009-06-11,"Morgan Phone","lnp",37
2009-06-11,"Morgan Phone","alp",47.5
2009-06-11,"Morgan Phone","grn",8.5
2009-06-11,"Morgan Phone","oth",7
2009-06-13,"Newspoll","tpp",53
2009-06-13,"Newspoll","lnp",40
2009-06-13,"Newspoll","alp",41
2009-06-13,"Newspoll","grn",11
2009-06-13,"Newspoll","oth",8
2009-06-14,"Essential","tpp",57
2009-06-14,"Essential","lnp",37
2009-06-14,"Essential","alp",47
2009-06-14,"Essential","grn",8
2009-06-14,"Essential","oth",8
2009-06-21,"F2F Morgan","tpp",55
2009-06-21,"F2F Morgan","lnp",41
2009-06-21,"F2F Morgan","alp",46
2009-06-21,"F2F Morgan","grn",8.5
2009-06-21,"F2F Morgan","oth",4.5
2009-06-26,"Nielsen","tpp",58
2009-06-26,"Nielsen","lnp",37
