"first_pref","age_group","gender","education","division","state","tpp_imputed"
"LNP","ages60plus","Male","postgraduateDegree","Cunningham","NSW","LNP"
"ALP","ages18to29","Male","bachelorDegree","Swan","WA","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Fadden","QLD","ALP"
"LNP","ages18to29","Male","bachelorDegree","Wright","QLD","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Hughes","NSW","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Parramatta","NSW","LNP"
"Unsure","ages30to44","Female","gradDipDipCertIIIandIV","Flinders","VIC","ALP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Lindsay","NSW","LNP"
"LNP","ages18to29","Female","postgraduateDegree","Higgins","VIC","LNP"
"GRN","ages18to29","Female","gradDipDipCertIIIandIV","Lilley","QLD","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Parkes","NSW","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Melbourne","VIC","LNP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Bowman","QLD","ALP"
"GRN","ages18to29","Male","bachelorDegree","Ryan","QLD","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Fairfax","QLD","ALP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Flynn","QLD","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Spence","SA","ALP"
"LNP","ages30to44","Female","postgraduateDegree","Hindmarsh","SA","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Bean","ACT","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Hunter","NSW","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Casey","VIC","LNP"
"ALP","ages45to59","Female","bachelorDegree","Bean","ACT","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Sydney","NSW","ALP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Lilley","QLD","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Brisbane","QLD","ALP"
"LNP","ages18to29","Male","bachelorDegree","Perth","WA","LNP"
"GRN","ages18to29","Male","postgraduateDegree","Macquarie","NSW","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","McMahon","NSW","LNP"
"GRN","ages18to29","Male","bachelorDegree","Wide Bay","QLD","ALP"
"Other","ages45to59","Female","highSchoolorCertIorIIorLess","Solomon","NT","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Eden-Monaro","NSW","ALP"
"Other","ages18to29","Male","bachelorDegree","Dunkley","VIC","ALP"
"ALP","ages60plus","Male","highSchoolorCertIorIIorLess","Canberra","ACT","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Blair","QLD","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Macarthur","NSW","ALP"
"GRN","ages18to29","Male","postgraduateDegree","Griffith","QLD","ALP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Casey","VIC","LNP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Fadden","QLD","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Grayndler","NSW","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Calwell","VIC","ALP"
"Other","ages30to44","Male","postgraduateDegree","Greenway","NSW","LNP"
"LNP","ages45to59","Female","bachelorDegree","Lindsay","NSW","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Sydney","NSW","ALP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Chifley","NSW","LNP"
"LNP","ages18to29","Female","postgraduateDegree","Barton","NSW","LNP"
"ALP","ages30to44","Female","postgraduateDegree","Scullin","VIC","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Aston","VIC","LNP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Bruce","VIC","ALP"
"GRN","ages60plus","Male","highSchoolorCertIorIIorLess","Flinders","VIC","ALP"
"Other","ages30to44","Female","postgraduateDegree","Gorton","VIC","ALP"
"GRN","ages30to44","Female","postgraduateDegree","Wills","VIC","ALP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Kingsford Smith","NSW","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Corangamite","VIC","LNP"
"GRN","ages18to29","Female","bachelorDegree","Macnamara","VIC","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Curtin","WA","ALP"
"ALP","ages18to29","Female","postgraduateDegree","Sydney","NSW","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Riverina","NSW","LNP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Fenner","ACT","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Page","NSW","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Grey","SA","ALP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Barker","SA","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Clark","TAS","LNP"
"Other","ages45to59","Female","highSchoolorCertIorIIorLess","Parkes","NSW","ALP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","New England","NSW","ALP"
"ALP","ages30to44","Female","postgraduateDegree","Cowper","NSW","ALP"
"ALP","ages60plus","Male","highSchoolorCertIorIIorLess","Capricornia","QLD","ALP"
"LNP","ages45to59","Male","bachelorDegree","Barker","SA","LNP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Durack","WA","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Dickson","QLD","ALP"
"Unsure","ages30to44","Female","highSchoolorCertIorIIorLess","Makin","SA","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Bowman","QLD","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","McEwen","VIC","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Wannon","VIC","ALP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"Other","ages30to44","Male","bachelorDegree","Gilmore","NSW","LNP"
"LNP","ages30to44","Male","bachelorDegree","Wannon","VIC","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","O'Connor","WA","ALP"
"Other","ages45to59","Female","gradDipDipCertIIIandIV","Lalor","VIC","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Pearce","WA","LNP"
"Unsure","ages45to59","Male","gradDipDipCertIIIandIV","Hinkler","QLD","ALP"
"LNP","ages18to29","Female","bachelorDegree","Stirling","WA","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Monash","VIC","LNP"
"Unsure","ages45to59","Male","highSchoolorCertIorIIorLess","Gippsland","VIC","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Grey","SA","LNP"
"Unsure","ages30to44","Female","bachelorDegree","Maribyrnong","VIC","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Dickson","QLD","LNP"
"LNP","ages18to29","Female","bachelorDegree","Dickson","QLD","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Dickson","QLD","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Parkes","NSW","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Griffith","QLD","LNP"
"Other","ages45to59","Male","bachelorDegree","Maranoa","QLD","ALP"
"LNP","ages45to59","Female","postgraduateDegree","Wannon","VIC","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Farrer","NSW","LNP"
"Unsure","ages45to59","Female","gradDipDipCertIIIandIV","Spence","SA","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Fairfax","QLD","LNP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Kingston","SA","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Melbourne","VIC","LNP"
"LNP","ages18to29","Male","postgraduateDegree","Farrer","NSW","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","O'Connor","WA","ALP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Paterson","NSW","ALP"
"GRN","ages30to44","Female","postgraduateDegree","Macquarie","NSW","ALP"
"LNP","ages60plus","Male","bachelorDegree","Robertson","NSW","LNP"
"LNP","ages30to44","Female","postgraduateDegree","Dawson","QLD","LNP"
"ALP","ages60plus","Male","postgraduateDegree","Fremantle","WA","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Parkes","NSW","LNP"
"ALP","ages45to59","Male","bachelorDegree","Scullin","VIC","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Ballarat","VIC","ALP"
"LNP","ages45to59","Male","bachelorDegree","Ryan","QLD","LNP"
"LNP","ages30to44","Male","bachelorDegree","Durack","WA","LNP"
"ALP","ages45to59","Female","postgraduateDegree","Greenway","NSW","ALP"
"Other","ages60plus","Male","highSchoolorCertIorIIorLess","Makin","SA","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Reid","NSW","LNP"
"Other","ages60plus","Male","bachelorDegree","Bendigo","VIC","ALP"
"ALP","ages30to44","Male","bachelorDegree","Fenner","ACT","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Page","NSW","ALP"
"LNP","ages45to59","Female","postgraduateDegree","Dickson","QLD","LNP"
"ALP","ages45to59","Male","postgraduateDegree","Grey","SA","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Deakin","VIC","LNP"
"GRN","ages45to59","Female","highSchoolorCertIorIIorLess","New England","NSW","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Mayo","SA","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Lyne","NSW","LNP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Paterson","NSW","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Bowman","QLD","LNP"
"LNP","ages45to59","Male","postgraduateDegree","Bradfield","NSW","LNP"
"LNP","ages30to44","Male","postgraduateDegree","Hindmarsh","SA","LNP"
"GRN","ages30to44","Female","postgraduateDegree","Bowman","QLD","ALP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Banks","NSW","LNP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Blair","QLD","LNP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Lalor","VIC","ALP"
"LNP","ages18to29","Female","bachelorDegree","Rankin","QLD","LNP"
"ALP","ages18to29","Female","bachelorDegree","Lalor","VIC","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Eden-Monaro","NSW","LNP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Casey","VIC","ALP"
"Unsure","ages18to29","Male","highSchoolorCertIorIIorLess","Deakin","VIC","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Casey","VIC","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Sturt","SA","LNP"
"GRN","ages45to59","Female","gradDipDipCertIIIandIV","Maribyrnong","VIC","ALP"
"GRN","ages18to29","Male","bachelorDegree","Moreton","QLD","LNP"
"GRN","ages30to44","Female","highSchoolorCertIorIIorLess","Fairfax","QLD","ALP"
"GRN","ages30to44","Female","highSchoolorCertIorIIorLess","Casey","VIC","ALP"
"Other","ages18to29","Male","bachelorDegree","Griffith","QLD","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Spence","SA","LNP"
"ALP","ages45to59","Male","bachelorDegree","Dobell","NSW","ALP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Brand","WA","LNP"
"ALP","ages18to29","Female","bachelorDegree","Swan","WA","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Blaxland","NSW","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Aston","VIC","ALP"
"LNP","ages30to44","Male","bachelorDegree","Lilley","QLD","LNP"
"ALP","ages30to44","Female","bachelorDegree","Hume","NSW","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Paterson","NSW","LNP"
"GRN","ages18to29","Male","bachelorDegree","Bradfield","NSW","ALP"
"ALP","ages18to29","Female","bachelorDegree","Higgins","VIC","ALP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Swan","WA","ALP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Wright","QLD","LNP"
"LNP","ages45to59","Male","bachelorDegree","Stirling","WA","LNP"
"ALP","ages18to29","Male","postgraduateDegree","Sydney","NSW","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Wills","VIC","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Pearce","WA","LNP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Fadden","QLD","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Brisbane","QLD","ALP"
"GRN","ages18to29","Female","bachelorDegree","Bean","ACT","LNP"
"ALP","ages18to29","Male","bachelorDegree","Jagajaga","VIC","ALP"
"LNP","ages30to44","Male","bachelorDegree","Pearce","WA","LNP"
"ALP","ages45to59","Female","bachelorDegree","Fairfax","QLD","ALP"
"Unsure","ages18to29","Male","bachelorDegree","Canberra","ACT","LNP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Kingston","SA","LNP"
"GRN","ages45to59","Female","bachelorDegree","Robertson","NSW","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Barker","SA","ALP"
"LNP","ages18to29","Male","postgraduateDegree","Groom","QLD","LNP"
"Other","ages45to59","Female","bachelorDegree","Mayo","SA","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Canberra","ACT","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Richmond","NSW","ALP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Moreton","QLD","LNP"
"ALP","ages18to29","Female","bachelorDegree","Hughes","NSW","ALP"
"GRN","ages45to59","Female","gradDipDipCertIIIandIV","Canning","WA","ALP"
"LNP","ages18to29","Female","postgraduateDegree","Melbourne","VIC","LNP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Wills","VIC","ALP"
"Other","ages18to29","Male","postgraduateDegree","Boothby","SA","LNP"
"GRN","ages30to44","Male","postgraduateDegree","Chisholm","VIC","ALP"
"ALP","ages18to29","Male","bachelorDegree","Isaacs","VIC","ALP"
"LNP","ages18to29","Male","postgraduateDegree","Lalor","VIC","LNP"
"Other","ages45to59","Male","bachelorDegree","McPherson","QLD","ALP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Corangamite","VIC","ALP"
"LNP","ages18to29","Female","bachelorDegree","Boothby","SA","LNP"
"Unsure","ages18to29","Male","postgraduateDegree","Chifley","NSW","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Fremantle","WA","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Chisholm","VIC","LNP"
"GRN","ages18to29","Male","bachelorDegree","Grayndler","NSW","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Swan","WA","ALP"
"LNP","ages45to59","Female","bachelorDegree","Curtin","WA","LNP"
"LNP","ages18to29","Male","bachelorDegree","Monash","VIC","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Hotham","VIC","ALP"
"LNP","ages18to29","Female","bachelorDegree","Menzies","VIC","LNP"
"GRN","ages18to29","Male","bachelorDegree","Berowra","NSW","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Lyne","NSW","ALP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Blair","QLD","LNP"
"GRN","ages45to59","Male","postgraduateDegree","Dobell","NSW","ALP"
"Other","ages18to29","Male","highSchoolorCertIorIIorLess","Canberra","ACT","ALP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Cunningham","NSW","ALP"
"ALP","ages45to59","Male","bachelorDegree","Aston","VIC","ALP"
"GRN","ages30to44","Female","highSchoolorCertIorIIorLess","Mayo","SA","ALP"
"LNP","ages30to44","Male","postgraduateDegree","Jagajaga","VIC","LNP"
"ALP","ages30to44","Male","postgraduateDegree","Moore","WA","ALP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Lilley","QLD","LNP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Corangamite","VIC","LNP"
"LNP","ages18to29","Female","bachelorDegree","Tangney","WA","LNP"
"GRN","ages30to44","Male","highSchoolorCertIorIIorLess","Sydney","NSW","ALP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Mitchell","NSW","LNP"
"ALP","ages45to59","Male","bachelorDegree","Blair","QLD","ALP"
"Unsure","ages30to44","Male","bachelorDegree","Cook","NSW","LNP"
"ALP","ages18to29","Female","bachelorDegree","Isaacs","VIC","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Parkes","NSW","ALP"
"GRN","ages18to29","Female","bachelorDegree","Dickson","QLD","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Fowler","NSW","LNP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Calwell","VIC","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Cook","NSW","LNP"
"ALP","ages18to29","Female","postgraduateDegree","La Trobe","VIC","ALP"
"GRN","ages18to29","Female","bachelorDegree","Whitlam","NSW","ALP"
"GRN","ages30to44","Male","gradDipDipCertIIIandIV","Spence","SA","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Wide Bay","QLD","LNP"
"GRN","ages30to44","Female","highSchoolorCertIorIIorLess","Canning","WA","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Blair","QLD","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Franklin","TAS","ALP"
"LNP","ages18to29","Male","bachelorDegree","Higgins","VIC","LNP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Mallee","VIC","LNP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Barker","SA","ALP"
"Other","ages45to59","Female","highSchoolorCertIorIIorLess","Mayo","SA","ALP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Wannon","VIC","ALP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Jagajaga","VIC","ALP"
"LNP","ages60plus","Female","gradDipDipCertIIIandIV","Eden-Monaro","NSW","LNP"
"ALP","ages60plus","Female","postgraduateDegree","Durack","WA","ALP"
"ALP","ages30to44","Female","postgraduateDegree","Calare","NSW","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Cooper","VIC","LNP"
"LNP","ages18to29","Male","bachelorDegree","Chisholm","VIC","LNP"
"Unsure","ages30to44","Female","bachelorDegree","Calare","NSW","ALP"
"ALP","ages30to44","Female","bachelorDegree","Calare","NSW","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Capricornia","QLD","LNP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Fisher","QLD","LNP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Canning","WA","ALP"
"GRN","ages18to29","Female","postgraduateDegree","Bradfield","NSW","LNP"
"Unsure","ages45to59","Female","postgraduateDegree","Fenner","ACT","ALP"
"Other","ages18to29","Male","highSchoolorCertIorIIorLess","Franklin","TAS","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Casey","VIC","LNP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Page","NSW","LNP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Fisher","QLD","LNP"
"Other","ages18to29","Male","postgraduateDegree","Chisholm","VIC","ALP"
"ALP","ages45to59","Male","postgraduateDegree","Dunkley","VIC","ALP"
"Other","ages18to29","Female","gradDipDipCertIIIandIV","Indi","VIC","LNP"
"GRN","ages18to29","Female","bachelorDegree","Fremantle","WA","ALP"
"GRN","ages18to29","Female","bachelorDegree","Dunkley","VIC","ALP"
"GRN","ages45to59","Male","highSchoolorCertIorIIorLess","Ballarat","VIC","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Lyne","NSW","LNP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Wide Bay","QLD","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Moreton","QLD","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Dunkley","VIC","ALP"
"LNP","ages30to44","Female","bachelorDegree","McMahon","NSW","LNP"
"LNP","ages60plus","Female","gradDipDipCertIIIandIV","Curtin","WA","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Adelaide","SA","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Corangamite","VIC","ALP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Longman","QLD","ALP"
"ALP","ages45to59","Male","bachelorDegree","Mayo","SA","ALP"
"LNP","ages45to59","Female","bachelorDegree","Aston","VIC","LNP"
"Other","ages18to29","Male","gradDipDipCertIIIandIV","Mayo","SA","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Wannon","VIC","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Deakin","VIC","ALP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Forrest","WA","ALP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Bowman","QLD","ALP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Melbourne","VIC","LNP"
"ALP","ages30to44","Female","bachelorDegree","Adelaide","SA","ALP"
"LNP","ages45to59","Male","postgraduateDegree","Macquarie","NSW","LNP"
"ALP","ages60plus","Male","highSchoolorCertIorIIorLess","Shortland","NSW","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Spence","SA","ALP"
"LNP","ages18to29","Female","bachelorDegree","Hughes","NSW","LNP"
"LNP","ages45to59","Female","bachelorDegree","Tangney","WA","LNP"
"ALP","ages18to29","Female","postgraduateDegree","Clark","TAS","ALP"
"ALP","ages45to59","Female","postgraduateDegree","Adelaide","SA","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Kennedy","QLD","ALP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Adelaide","SA","ALP"
"Other","ages45to59","Female","gradDipDipCertIIIandIV","Braddon","TAS","ALP"
"LNP","ages18to29","Male","bachelorDegree","Ryan","QLD","LNP"
"LNP","ages60plus","Male","gradDipDipCertIIIandIV","Fremantle","WA","LNP"
"ALP","ages18to29","Male","bachelorDegree","Sturt","SA","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Corangamite","VIC","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Casey","VIC","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Fraser","VIC","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Goldstein","VIC","ALP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","O'Connor","WA","LNP"
"LNP","ages45to59","Male","postgraduateDegree","Mitchell","NSW","LNP"
"ALP","ages60plus","Female","highSchoolorCertIorIIorLess","Gippsland","VIC","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Leichhardt","QLD","LNP"
"LNP","ages30to44","Male","bachelorDegree","Cowan","WA","LNP"
"ALP","ages60plus","Female","highSchoolorCertIorIIorLess","Cunningham","NSW","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Riverina","NSW","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Flynn","QLD","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Gilmore","NSW","LNP"
"GRN","ages18to29","Female","gradDipDipCertIIIandIV","Wills","VIC","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Melbourne","VIC","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Bowman","QLD","LNP"
"GRN","ages18to29","Female","gradDipDipCertIIIandIV","Maribyrnong","VIC","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Capricornia","QLD","ALP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Fadden","QLD","LNP"
"GRN","ages18to29","Male","postgraduateDegree","Grayndler","NSW","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Hindmarsh","SA","LNP"
"LNP","ages30to44","Male","postgraduateDegree","Perth","WA","LNP"
"LNP","ages30to44","Male","postgraduateDegree","North Sydney","NSW","LNP"
"Other","ages18to29","Male","bachelorDegree","Griffith","QLD","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Chifley","NSW","ALP"
"LNP","ages45to59","Male","bachelorDegree","Richmond","NSW","LNP"
"ALP","ages45to59","Female","postgraduateDegree","Wentworth","NSW","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Dobell","NSW","LNP"
"GRN","ages18to29","Male","gradDipDipCertIIIandIV","Brisbane","QLD","ALP"
"ALP","ages18to29","Male","bachelorDegree","Macarthur","NSW","ALP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Berowra","NSW","LNP"
"ALP","ages18to29","Female","postgraduateDegree","Cooper","VIC","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Robertson","NSW","ALP"
"GRN","ages18to29","Male","bachelorDegree","Cunningham","NSW","ALP"
"ALP","ages60plus","Male","bachelorDegree","Macquarie","NSW","ALP"
"LNP","ages45to59","Male","postgraduateDegree","Wannon","VIC","LNP"
"ALP","ages45to59","Female","postgraduateDegree","New England","NSW","ALP"
"ALP","ages45to59","Male","postgraduateDegree","Richmond","NSW","ALP"
"Other","ages45to59","Female","postgraduateDegree","Bendigo","VIC","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Corangamite","VIC","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Farrer","NSW","LNP"
"Unsure","ages30to44","Female","highSchoolorCertIorIIorLess","Swan","WA","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Solomon","NT","ALP"
"Unsure","ages30to44","Female","postgraduateDegree","Sturt","SA","LNP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Menzies","VIC","LNP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Cowper","NSW","ALP"
"ALP","ages18to29","Female","bachelorDegree","Curtin","WA","ALP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Banks","NSW","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Leichhardt","QLD","ALP"
"Unsure","ages30to44","Male","postgraduateDegree","Moore","WA","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Boothby","SA","LNP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Bendigo","VIC","ALP"
"ALP","ages30to44","Male","bachelorDegree","Berowra","NSW","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Forde","QLD","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Mitchell","NSW","ALP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Banks","NSW","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","La Trobe","VIC","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Solomon","NT","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Bowman","QLD","LNP"
"GRN","ages30to44","Female","bachelorDegree","Grayndler","NSW","ALP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Shortland","NSW","LNP"
