"first_pref","age_group","gender","education","division","state","tpp_imputed"
"LNP","ages45to59","Female","bachelorDegree","Goldstein","VIC","LNP"
"LNP","ages30to44","Female","bachelorDegree","Goldstein","VIC","LNP"
"ALP","ages45to59","Female","bachelorDegree","Goldstein","VIC","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Goldstein","VIC","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Macnamara","VIC","ALP"
"LNP","ages60plus","Male","bachelorDegree","Menzies","VIC","LNP"
"Unsure","ages45to59","Male","gradDipDipCertIIIandIV","Aston","VIC","LNP"
"ALP","ages30to44","Female","bachelorDegree","Lalor","VIC","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Bruce","VIC","LNP"
"ALP","ages60plus","Female","highSchoolorCertIorIIorLess","Lalor","VIC","ALP"
"GRN","ages30to44","Male","gradDipDipCertIIIandIV","Isaacs","VIC","ALP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Aston","VIC","ALP"
"GRN","ages30to44","Female","postgraduateDegree","Kooyong","VIC","ALP"
"GRN","ages30to44","Male","gradDipDipCertIIIandIV","Kooyong","VIC","ALP"
"LNP","ages60plus","Male","bachelorDegree","Kooyong","VIC","LNP"
"LNP","ages30to44","Male","postgraduateDegree","Kooyong","VIC","LNP"
"LNP","ages45to59","Female","bachelorDegree","Menzies","VIC","LNP"
"ALP","ages60plus","Female","gradDipDipCertIIIandIV","Menzies","VIC","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Flinders","VIC","LNP"
"LNP","ages30to44","Male","bachelorDegree","Indi","VIC","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Deakin","VIC","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Deakin","VIC","ALP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Chisholm","VIC","ALP"
"ALP","ages18to29","Female","bachelorDegree","Wright","QLD","ALP"
"ALP","ages60plus","Female","bachelorDegree","Bonner","QLD","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Brisbane","QLD","LNP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Brisbane","QLD","ALP"
"GRN","ages18to29","Male","bachelorDegree","Lyne","NSW","ALP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Petrie","QLD","LNP"
"LNP","ages60plus","Male","gradDipDipCertIIIandIV","Bowman","QLD","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Bonner","QLD","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Brisbane","QLD","LNP"
"GRN","ages30to44","Female","postgraduateDegree","Moreton","QLD","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Petrie","QLD","LNP"
"LNP","ages60plus","Male","gradDipDipCertIIIandIV","Moreton","QLD","LNP"
"LNP","ages45to59","Male","postgraduateDegree","Ryan","QLD","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Dickson","QLD","ALP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Moreton","QLD","ALP"
"Other","ages60plus","Male","postgraduateDegree","Moreton","QLD","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Moreton","QLD","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Moreton","QLD","LNP"
"GRN","ages45to59","Female","highSchoolorCertIorIIorLess","Moreton","QLD","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Dickson","QLD","LNP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","Brisbane","QLD","ALP"
"ALP","ages60plus","Male","bachelorDegree","Brisbane","QLD","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Oxley","QLD","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Longman","QLD","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Brisbane","QLD","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Dickson","QLD","LNP"
"Other","ages18to29","Male","highSchoolorCertIorIIorLess","Brisbane","QLD","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Blair","QLD","ALP"
"LNP","ages45to59","Female","postgraduateDegree","Brisbane","QLD","LNP"
"GRN","ages30to44","Female","gradDipDipCertIIIandIV","Ryan","QLD","LNP"
"GRN","ages45to59","Female","postgraduateDegree","Griffith","QLD","ALP"
"ALP","ages45to59","Female","bachelorDegree","Griffith","QLD","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Ryan","QLD","LNP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Dickson","QLD","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Moreton","QLD","LNP"
"ALP","ages45to59","Male","postgraduateDegree","Dickson","QLD","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Bonner","QLD","LNP"
"GRN","ages18to29","Female","postgraduateDegree","Dawson","QLD","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Kennedy","QLD","LNP"
"ALP","ages30to44","Female","postgraduateDegree","Leichhardt","QLD","ALP"
"LNP","ages30to44","Male","bachelorDegree","Kennedy","QLD","LNP"
"LNP","ages45to59","Female","bachelorDegree","Kennedy","QLD","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Wide Bay","QLD","LNP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Wide Bay","QLD","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Wide Bay","QLD","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Hinkler","QLD","LNP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Hinkler","QLD","LNP"
"Unsure","ages45to59","Female","highSchoolorCertIorIIorLess","Flynn","QLD","ALP"
"ALP","ages45to59","Female","bachelorDegree","Maranoa","QLD","ALP"
"LNP","ages18to29","Male","bachelorDegree","Herbert","QLD","LNP"
"LNP","ages30to44","Female","postgraduateDegree","Groom","QLD","LNP"
"ALP","ages45to59","Female","postgraduateDegree","Groom","QLD","ALP"
"ALP","ages60plus","Female","bachelorDegree","Groom","QLD","ALP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","New England","NSW","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Maranoa","QLD","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Maranoa","QLD","LNP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Kennedy","QLD","LNP"
"ALP","ages18to29","Female","bachelorDegree","Herbert","QLD","ALP"
"Other","ages18to29","Male","bachelorDegree","Herbert","QLD","ALP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Kennedy","QLD","ALP"
"LNP","ages45to59","Female","bachelorDegree","Capricornia","QLD","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Dawson","QLD","LNP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Capricornia","QLD","ALP"
"Other","ages18to29","Male","gradDipDipCertIIIandIV","Fairfax","QLD","LNP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Wide Bay","QLD","ALP"
"LNP","ages60plus","Female","gradDipDipCertIIIandIV","Fairfax","QLD","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Fairfax","QLD","ALP"
"Other","ages45to59","Female","bachelorDegree","Fairfax","QLD","LNP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Wright","QLD","LNP"
"Other","ages18to29","Male","gradDipDipCertIIIandIV","Blair","QLD","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Fairfax","QLD","ALP"
"ALP","ages45to59","Female","postgraduateDegree","Wide Bay","QLD","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Fisher","QLD","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Longman","QLD","ALP"
"ALP","ages30to44","Male","postgraduateDegree","Longman","QLD","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Longman","QLD","LNP"
"LNP","ages45to59","Male","bachelorDegree","Longman","QLD","LNP"
"GRN","ages30to44","Male","highSchoolorCertIorIIorLess","Longman","QLD","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Groom","QLD","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","McPherson","QLD","LNP"
"LNP","ages45to59","Female","postgraduateDegree","Moncrieff","QLD","LNP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","Moncrieff","QLD","ALP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Wright","QLD","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","McPherson","QLD","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Moncrieff","QLD","ALP"
"ALP","ages45to59","Male","bachelorDegree","McPherson","QLD","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Page","NSW","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Forde","QLD","ALP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Forde","QLD","LNP"
"ALP","ages45to59","Male","postgraduateDegree","Moncrieff","QLD","ALP"
"GRN","ages45to59","Female","bachelorDegree","Fadden","QLD","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Moncrieff","QLD","LNP"
"GRN","ages45to59","Female","bachelorDegree","Forde","QLD","LNP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Perth","WA","ALP"
"GRN","ages30to44","Female","highSchoolorCertIorIIorLess","Spence","SA","ALP"
"LNP","ages60plus","Male","gradDipDipCertIIIandIV","Makin","SA","LNP"
"Unsure","ages30to44","Female","highSchoolorCertIorIIorLess","Makin","SA","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Spence","SA","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Makin","SA","LNP"
"Other","ages30to44","Male","gradDipDipCertIIIandIV","Sturt","SA","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Boothby","SA","LNP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Spence","SA","LNP"
"ALP","ages45to59","Female","bachelorDegree","Makin","SA","ALP"
"GRN","ages45to59","Female","gradDipDipCertIIIandIV","Hindmarsh","SA","ALP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","Hindmarsh","SA","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Adelaide","SA","ALP"
"LNP","ages30to44","Female","bachelorDegree","Sturt","SA","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Sturt","SA","LNP"
"Other","ages60plus","Male","highSchoolorCertIorIIorLess","Mayo","SA","LNP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Hindmarsh","SA","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Hindmarsh","SA","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Kingston","SA","LNP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Kingston","SA","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Kingston","SA","LNP"
"GRN","ages45to59","Female","bachelorDegree","Kingston","SA","ALP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Kingston","SA","ALP"
"Other","ages45to59","Female","highSchoolorCertIorIIorLess","Mayo","SA","LNP"
"LNP","ages60plus","Female","gradDipDipCertIIIandIV","Sturt","SA","LNP"
"Unsure","ages45to59","Female","bachelorDegree","Barker","SA","ALP"
"Other","ages45to59","Female","postgraduateDegree","Mayo","SA","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Grey","SA","LNP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Barker","SA","LNP"
"Other","ages45to59","Female","gradDipDipCertIIIandIV","Grey","SA","ALP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"Other","ages30to44","Male","highSchoolorCertIorIIorLess","Grey","SA","LNP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Lingiari","NT","LNP"
"LNP","ages45to59","Female","bachelorDegree","Lingiari","NT","LNP"
"LNP","ages45to59","Male","bachelorDegree","Solomon","NT","LNP"
"ALP","ages18to29","Male","bachelorDegree","Durack","WA","ALP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Curtin","WA","LNP"
"GRN","ages30to44","Female","postgraduateDegree","Perth","WA","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Perth","WA","LNP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Perth","WA","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Curtin","WA","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Pearce","WA","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Cowan","WA","ALP"
"Unsure","ages45to59","Female","highSchoolorCertIorIIorLess","Pearce","WA","ALP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Tangney","WA","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Burt","WA","LNP"
"LNP","ages45to59","Female","postgraduateDegree","Swan","WA","LNP"
"ALP","ages45to59","Male","postgraduateDegree","Swan","WA","ALP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Perth","WA","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Swan","WA","LNP"
"LNP","ages45to59","Male","postgraduateDegree","Curtin","WA","LNP"
"LNP","ages45to59","Female","postgraduateDegree","Curtin","WA","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Canning","WA","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Burt","WA","ALP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","Canning","WA","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Pearce","WA","ALP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Cowan","WA","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Fremantle","WA","LNP"
"ALP","ages30to44","Male","gradDipDipCertIIIandIV","Stirling","WA","ALP"
"LNP","ages60plus","Female","highSchoolorCertIorIIorLess","Stirling","WA","LNP"
"LNP","ages18to29","Female","bachelorDegree","Hasluck","WA","LNP"
"GRN","ages60plus","Female","gradDipDipCertIIIandIV","Swan","WA","ALP"
"Unsure","ages45to59","Male","highSchoolorCertIorIIorLess","Burt","WA","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Swan","WA","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Burt","WA","ALP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Brand","WA","LNP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Canning","WA","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Brand","WA","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Brand","WA","LNP"
"LNP","ages30to44","Female","bachelorDegree","Canning","WA","LNP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Canning","WA","ALP"
"LNP","ages60plus","Female","gradDipDipCertIIIandIV","Swan","WA","LNP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","O'Connor","WA","LNP"
"Other","ages45to59","Female","highSchoolorCertIorIIorLess","Forrest","WA","LNP"
"LNP","ages60plus","Male","highSchoolorCertIorIIorLess","Canning","WA","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Durack","WA","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Aston","VIC","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Riverina","NSW","LNP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Blair","QLD","ALP"
"Other","ages18to29","Male","highSchoolorCertIorIIorLess","Calare","NSW","ALP"
"Other","ages60plus","Male","highSchoolorCertIorIIorLess","Hotham","VIC","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Sydney","NSW","LNP"
"Unsure","ages45to59","Female","bachelorDegree","Wills","VIC","LNP"
"Unsure","ages18to29","Male","highSchoolorCertIorIIorLess","Corio","VIC","LNP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Forrest","WA","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Bendigo","VIC","LNP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","La Trobe","VIC","LNP"
"GRN","ages18to29","Female","bachelorDegree","Hindmarsh","SA","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Fadden","QLD","LNP"
"LNP","ages30to44","Male","bachelorDegree","Moore","WA","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Burt","WA","LNP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Moore","WA","LNP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Blaxland","NSW","LNP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Tangney","WA","ALP"
"Other","ages18to29","Male","postgraduateDegree","Mayo","SA","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Corio","VIC","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Gellibrand","VIC","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Leichhardt","QLD","ALP"
"Other","ages18to29","Male","bachelorDegree","Newcastle","NSW","LNP"
"GRN","ages18to29","Female","gradDipDipCertIIIandIV","Rankin","QLD","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Hunter","NSW","ALP"
"ALP","ages30to44","Female","gradDipDipCertIIIandIV","Wannon","VIC","ALP"
"GRN","ages18to29","Female","gradDipDipCertIIIandIV","Wills","VIC","ALP"
"LNP","ages45to59","Female","gradDipDipCertIIIandIV","Petrie","QLD","LNP"
"ALP","ages18to29","Male","highSchoolorCertIorIIorLess","Mitchell","NSW","ALP"
"LNP","ages30to44","Male","bachelorDegree","Cook","NSW","LNP"
"GRN","ages30to44","Female","highSchoolorCertIorIIorLess","Parramatta","NSW","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Eden-Monaro","NSW","LNP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Page","NSW","ALP"
"Unsure","ages18to29","Female","highSchoolorCertIorIIorLess","Longman","QLD","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Isaacs","VIC","LNP"
"LNP","ages30to44","Male","postgraduateDegree","Makin","SA","LNP"
"LNP","ages18to29","Male","gradDipDipCertIIIandIV","Perth","WA","LNP"
"ALP","ages18to29","Male","postgraduateDegree","Kooyong","VIC","ALP"
"GRN","ages18to29","Male","highSchoolorCertIorIIorLess","Groom","QLD","ALP"
"LNP","ages30to44","Female","postgraduateDegree","Wannon","VIC","LNP"
"LNP","ages18to29","Female","bachelorDegree","Newcastle","NSW","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Grayndler","NSW","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Rankin","QLD","LNP"
"ALP","ages18to29","Female","bachelorDegree","McEwen","VIC","ALP"
"ALP","ages30to44","Female","highSchoolorCertIorIIorLess","Berowra","NSW","ALP"
"GRN","ages30to44","Female","highSchoolorCertIorIIorLess","Ryan","QLD","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Corangamite","VIC","LNP"
"ALP","ages30to44","Female","postgraduateDegree","Dunkley","VIC","ALP"
"LNP","ages18to29","Female","bachelorDegree","Forde","QLD","LNP"
"Other","ages30to44","Female","highSchoolorCertIorIIorLess","Fadden","QLD","ALP"
"ALP","ages18to29","Female","bachelorDegree","Casey","VIC","ALP"
"ALP","ages45to59","Male","bachelorDegree","Cowper","NSW","ALP"
"ALP","ages18to29","Male","postgraduateDegree","Fenner","ACT","ALP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Hume","NSW","LNP"
"ALP","ages30to44","Male","bachelorDegree","Forde","QLD","ALP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Moore","WA","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Spence","SA","ALP"
"ALP","ages18to29","Female","bachelorDegree","Bennelong","NSW","ALP"
"GRN","ages30to44","Female","bachelorDegree","Newcastle","NSW","ALP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Calare","NSW","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Macquarie","NSW","ALP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","McMahon","NSW","LNP"
"GRN","ages18to29","Female","postgraduateDegree","Maribyrnong","VIC","ALP"
"ALP","ages45to59","Female","postgraduateDegree","Maribyrnong","VIC","ALP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Hughes","NSW","LNP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Kingston","SA","LNP"
"ALP","ages18to29","Male","gradDipDipCertIIIandIV","Boothby","SA","ALP"
"Other","ages30to44","Male","postgraduateDegree","Macarthur","NSW","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Sturt","SA","LNP"
"ALP","ages18to29","Male","bachelorDegree","Dunkley","VIC","ALP"
"Other","ages18to29","Male","highSchoolorCertIorIIorLess","Sydney","NSW","ALP"
"LNP","ages18to29","Female","bachelorDegree","Parramatta","NSW","LNP"
"Other","ages45to59","Male","bachelorDegree","Mackellar","NSW","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Sturt","SA","LNP"
"GRN","ages30to44","Female","postgraduateDegree","Blaxland","NSW","LNP"
"Other","ages18to29","Female","highSchoolorCertIorIIorLess","Spence","SA","LNP"
"LNP","ages18to29","Male","postgraduateDegree","Corangamite","VIC","LNP"
"Unsure","ages60plus","Male","highSchoolorCertIorIIorLess","Barker","SA","ALP"
"GRN","ages18to29","Female","bachelorDegree","Swan","WA","ALP"
"LNP","ages18to29","Female","bachelorDegree","Goldstein","VIC","LNP"
"LNP","ages18to29","Male","bachelorDegree","Deakin","VIC","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Hindmarsh","SA","LNP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Jagajaga","VIC","LNP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Hinkler","QLD","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Kingston","SA","LNP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Maranoa","QLD","ALP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Robertson","NSW","ALP"
"LNP","ages45to59","Male","gradDipDipCertIIIandIV","Tangney","WA","LNP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Berowra","NSW","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Gellibrand","VIC","ALP"
"ALP","ages18to29","Female","bachelorDegree","Canberra","ACT","ALP"
"ALP","ages18to29","Female","gradDipDipCertIIIandIV","Fisher","QLD","ALP"
"Unsure","ages45to59","Male","highSchoolorCertIorIIorLess","Dickson","QLD","ALP"
"Other","ages45to59","Male","highSchoolorCertIorIIorLess","Sturt","SA","LNP"
"LNP","ages18to29","Female","bachelorDegree","Boothby","SA","LNP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Griffith","QLD","LNP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Oxley","QLD","LNP"
"Unsure","ages18to29","Female","bachelorDegree","Solomon","NT","ALP"
"LNP","ages18to29","Female","bachelorDegree","Hume","NSW","LNP"
"GRN","ages18to29","Female","postgraduateDegree","Menzies","VIC","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Canberra","ACT","LNP"
"Other","ages45to59","Male","gradDipDipCertIIIandIV","Brand","WA","ALP"
"ALP","ages45to59","Female","gradDipDipCertIIIandIV","Brisbane","QLD","ALP"
"ALP","ages30to44","Male","highSchoolorCertIorIIorLess","Richmond","NSW","ALP"
"GRN","ages30to44","Male","bachelorDegree","Wills","VIC","ALP"
"ALP","ages30to44","Male","bachelorDegree","Adelaide","SA","ALP"
"ALP","ages45to59","Male","bachelorDegree","Parramatta","NSW","ALP"
"ALP","ages18to29","Male","postgraduateDegree","Berowra","NSW","ALP"
"LNP","ages30to44","Male","bachelorDegree","Stirling","WA","LNP"
"ALP","ages30to44","Female","postgraduateDegree","Hume","NSW","ALP"
"ALP","ages18to29","Female","highSchoolorCertIorIIorLess","Chisholm","VIC","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Brisbane","QLD","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Flinders","VIC","LNP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Higgins","VIC","LNP"
"LNP","ages18to29","Male","postgraduateDegree","Adelaide","SA","LNP"
"LNP","ages45to59","Male","bachelorDegree","Hindmarsh","SA","LNP"
"Other","ages45to59","Male","bachelorDegree","Eden-Monaro","NSW","LNP"
"Other","ages30to44","Male","bachelorDegree","Melbourne","VIC","ALP"
"ALP","ages45to59","Male","gradDipDipCertIIIandIV","Adelaide","SA","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Fremantle","WA","LNP"
"ALP","ages45to59","Female","postgraduateDegree","Higgins","VIC","ALP"
"LNP","ages30to44","Male","gradDipDipCertIIIandIV","Shortland","NSW","LNP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Forde","QLD","LNP"
"LNP","ages18to29","Female","gradDipDipCertIIIandIV","Swan","WA","LNP"
"Other","ages18to29","Female","postgraduateDegree","Cowan","WA","ALP"
"GRN","ages18to29","Female","highSchoolorCertIorIIorLess","Cooper","VIC","ALP"
"Other","ages18to29","Male","gradDipDipCertIIIandIV","Maranoa","QLD","LNP"
"ALP","ages45to59","Male","bachelorDegree","Fisher","QLD","ALP"
"ALP","ages30to44","Female","bachelorDegree","Brisbane","QLD","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Shortland","NSW","LNP"
"ALP","ages45to59","Female","highSchoolorCertIorIIorLess","Bass","TAS","ALP"
"Unsure","ages45to59","Female","highSchoolorCertIorIIorLess","Gippsland","VIC","ALP"
"GRN","ages45to59","Male","bachelorDegree","Cunningham","NSW","ALP"
"ALP","ages45to59","Female","bachelorDegree","Isaacs","VIC","ALP"
"LNP","ages30to44","Male","highSchoolorCertIorIIorLess","Nicholls","VIC","LNP"
"ALP","ages30to44","Female","bachelorDegree","Higgins","VIC","ALP"
"LNP","ages18to29","Male","gradDipDipCertIIIandIV","Boothby","SA","LNP"
"Other","ages45to59","Male","bachelorDegree","Pearce","WA","ALP"
"LNP","ages30to44","Female","gradDipDipCertIIIandIV","Ballarat","VIC","LNP"
"Other","ages30to44","Female","gradDipDipCertIIIandIV","Tangney","WA","LNP"
"LNP","ages45to59","Female","highSchoolorCertIorIIorLess","Brand","WA","LNP"
"LNP","ages30to44","Female","highSchoolorCertIorIIorLess","Moore","WA","LNP"
"LNP","ages18to29","Male","highSchoolorCertIorIIorLess","Dawson","QLD","LNP"
"LNP","ages18to29","Female","highSchoolorCertIorIIorLess","Leichhardt","QLD","LNP"
"GRN","ages30to44","Male","postgraduateDegree","Wide Bay","QLD","ALP"
"ALP","ages45to59","Male","highSchoolorCertIorIIorLess","Hinkler","QLD","ALP"
"LNP","ages45to59","Male","highSchoolorCertIorIIorLess","Ballarat","VIC","LNP"
